OpenAlex ID,ORCID,Name,Alt Names,Publications,Citations,h-index,Number of Institutions
A5083302082,,Shelly Tognazzini,"['S. Tognazzini', 'Shelly Tognazzini']",11,23,2,3
A5113885163,,Abel Abraham,"['A. Abraham', 'Abel Abraham', 'Abel M. Abraham', 'Abel Mundakakuzhiyil Abraham']",15,117,5,8
A5110858529,,Zafar Adeel,['Zafar Adeel'],3,5,1,1
A5093318618,https://orcid.org/0009-0002-4524-1089,Ashkan Saffari,['Ashkan Saffari'],2,6,1,1
A5041821621,https://orcid.org/0000-0003-2512-5689,Belinda Li,"['Belinda Li', 'Li, Belinda']",21,721,10,3
A5067081033,,Karam Elabd,"['K. Elabd', 'Karam Elabd']",6,63,4,1
A5100032507,,Daniela Gottschlich,['Daniela Gottschlich'],3,15,2,1
A5087658166,https://orcid.org/0000-0002-8857-3000,Carol Muñoz Nieves,"['Carol Muñoz Nieves', 'Carol Muñoz-Nieves', 'Muñoz Nieves, Carol', 'Nieves, Carol Munoz', 'Nieves, Carol Muñoz']",21,668,7,4
A5107606869,,Sean K.T. Gaiesky,['Sean K.T. Gaiesky'],1,0,0,1
A5080579917,https://orcid.org/0000-0002-4490-9270,Golara Zafari,['Golara Zafari'],7,74,3,3
A5048451537,https://orcid.org/0000-0003-0449-4522,Veselin Jungić,"['Jungic, V.', 'Jungic, Veselin', 'Jungić, V.', 'Jungić, Veselin', 'V Jungic', 'Veselin Jungic', 'Veselin Jungić', 'Veselin M. Jungić']",81,370,9,4
A5002435705,,Janice M. Y. Hu,"['Janice Hu', 'Janice M. Y. Hu', 'Janice M.Y. Hu']",11,159,5,3
A5104426722,https://orcid.org/0000-0002-2582-7691,Luke S. Jackman,['Luke S. Jackman'],3,3,1,1
A5101028540,,Chengzhou Tang,"['Chengzhou Tang', 'Tang, Chengzhou']",29,617,12,3
A5111411523,,Dianne Cyr,"['Cyr, Dianne J.', 'D. Cyr', 'Dianne Cyr', 'Dianne J. Cyr']",91,6354,29,7
A5027439115,,Rakesh Mahadasa,"['Mahadasa, Rakesh', 'Rakesh Mahadasa']",3,93,1,1
A5102792859,https://orcid.org/0000-0003-3793-626X,Michelle Chan,['Michelle Chan'],4,62,4,3
A5098829532,,David Ester,"['David Ester', 'David F. Ester']",5,33,2,2
A5012952532,https://orcid.org/0000-0002-9272-0034,Franklin Tam,"['Franklin F. Tam', 'Franklin Tam']",8,278,6,1
A5056884103,https://orcid.org/0000-0001-7917-6727,Kristina M. Gicas,"['Gicas K', 'K Gicas', 'K. Gicas', 'K. M. Gicas', 'K.M. Gicas', 'Kristina Gicas', 'Kristina M Gicas', 'Kristina M. Gicas']",86,711,16,8
A5045076444,,Erin Slade,['Erin Slade'],2,27,1,1
A5047672152,https://orcid.org/0000-0001-8829-133X,Pouria Ahmadi,"['P. Ahmadi', 'Pouria AHMADI', 'Pouria Ahmadi']",227,14161,70,14
A5033766022,,Mariane Bourcheix-Laporte,"['MARIANE BOURCHEIX-LAPORTE', 'Mariane Bourcheix-Laporte']",12,3,1,2
A5089156226,,Mohammadmahdi Jahanara,"['Jahanara, Mohammadmahdi', 'Mohammadmahdi Jahanara']",2,0,0,1
A5093393023,,Mehdi Safaee,"['Mehdi Safaee', 'Safaee, Mehdi']",5,56,2,1
A5090207645,https://orcid.org/0000-0002-3196-6495,Samantha C. Seto,"['Samantha C Seto', 'Samantha C. Seto']",5,128,3,2
A5057414872,https://orcid.org/0000-0002-4333-1673,Saeed Mansouri,"['Mansouri, Saeed', 'S. Mansouri', 'Saeed Mansouri']",25,162,7,4
A5019624692,,Daniel King,"['D.G. King', 'Daniel King']",2,37,1,2
A5109559835,,L. E. Ballentine,"['Ballentine, Leslie', 'Ballentine, Leslie E.', 'L E Ballentine', 'L. E. BALLENTINE', 'L. E. Ballentine', 'L.E Ballentine', 'L.E. BALLENTINE', 'L.E. Ballentine', 'Leslie Ballentine', 'Leslie E Ballentine', 'Leslie E. Ballentine']",103,10269,31,5
A5031105051,,Adrian Tuohy,"['Adrian M Tuohy', 'Adrian M. Tuohy', 'Adrian Tuohy']",8,182,3,3
A5109262678,,Heather Spence,"['H Spence', 'Heather K Spence', 'Heather Spence']",14,288,9,10
A5066670161,https://orcid.org/0000-0001-6474-0313,Anthony Burton,"['Anthony Burton', 'Anthony G. Burton', 'Anthony Glyn Burton', 'Burton, Anthony', 'Burton, Anthony Glyn']",37,93,6,6
A5003944092,,Jenny Zhe Liao,"['Jenny Z Liao', 'Jenny Zhe Liao', 'Liao, Jenny Zhe']",8,80,4,1
A5051133236,,Elahe Tajbakhsh,['Elahe Tajbakhsh'],3,15,2,3
A5014168147,https://orcid.org/0000-0002-7127-8902,Yili Jin,"['Jin, Yili', 'Yili Jin']",33,394,9,4
A5058855307,,Ghislain Madiot,"['G. Madiot', 'Ghislain Madiot', 'Madiot, Ghislain']",8,7,2,1
A5100427128,https://orcid.org/0000-0003-3376-5037,Cong Chen,"['Chen, Cong', 'Cong Chen']",62,762,14,12
A5044632988,,Olga Zasenko,"['Olga Zasenko', 'Zasenko, Olga']",3,3,1,1
A5109056508,,G. D. Watkins,"['G D Watkins', 'G. D. WATKINS', 'G. D. Watkins', 'G.D Watkins', 'G.D. Watkins', 'George D Watkins', 'George D. Watkins', 'George Watkins', 'Watkins, George']",256,15564,66,20
A5032627041,,James E. Marcia,"['J. E. Marcia', 'J. Marcia', 'J.E. Marcia', 'James E Marcia', 'James E. Marcia', 'James Marcia']",84,11924,40,4
A5038733596,https://orcid.org/0000-0003-4700-4845,Taylor Anderson,"['Anderson, Taylor', 'Taylor Anderson', 'Taylor M. Anderson']",30,310,10,4
A5114365651,,Al-Hashim Tiffere,['Al-Hashim Tiffere'],2,1,1,1
A5115423006,https://orcid.org/0000-0002-3135-718X,Fereshteh Rashed,"['Fereshteh Rashed', 'Rashed, Fereshteh']",4,1,1,1
A5030786976,https://orcid.org/0000-0002-6173-4505,Lynnette Nathalie Lyzwinski,"['Lynnette Lyzwinski', 'Lynnette N Lyzwinski', 'Lynnette Nathalie Lyzwinski']",39,773,13,9
A5022617819,,Shishir Gopinath,"['Gopinath, Shishir', 'Shishir Gopinath']",10,31,3,2
A5073964012,https://orcid.org/0000-0001-5051-1771,Oliver Snow,"['Oliver Snow', 'Snow, Oliver']",14,136,6,5
A5007433649,https://orcid.org/0000-0001-7777-0773,Ronald Swanstrom,"['R I Swanstrom', 'R Swanstrom', 'R. Swanstrom', 'Ronald I Swanstrom', 'Ronald I. Swanstrom', 'Ronald Swanstrom', 'Swanstrom R', 'Swanstrom R.', 'Swanstrom, R', 'Swanstrom, R.', 'Swanstrom, Ronald', 'Swanstrom, Ronald I', 'Swanstrom, Ronald I.']",319,20225,74,37
A5108377201,,Robert Townsend,"['R F Townsend', 'R Townsend', 'R. F. Townsend', 'R. Townsend', 'R.F. Townsend', 'Robert M. Townsend', 'Robert Townsend', 'Rolando Suarez', 'Townsend, R.F.', 'Townsend, Rob F.', 'Townsend, Robert']",72,1040,17,20
A5023702393,,Pablo Guevara,"['Guevara, Pablo', 'Pablo Guevara']",9,9,2,2
A5079992480,https://orcid.org/0000-0002-9458-9957,Amin Abnavi,"['Abnavi, Amin', 'Amin Abnavi']",28,685,16,3
A5067657994,https://orcid.org/0000-0002-9640-8486,Elizabeth A. Gnatiuk,"['Elizabeth A. Gnatiuk', 'Elizabeth Gnatiuk']",14,43,4,6
A5011605874,,Danielle Collyer,"['Collyer, Danielle', 'Danielle Collyer']",5,232,3,1
A5049909213,,Christian Hilchey,['Christian Hilchey'],2,1,1,3
A5101777458,https://orcid.org/0000-0002-4918-2330,Keerthana Kumar,"['K Kumar', 'Keerthana K Kumar', 'Keerthana Kumar', 'Keerthana Kuppamma Kumar', 'Kumar, Keerthana']",12,235,4,5
A5045060106,https://orcid.org/0000-0003-4875-3573,Alyssa Croft,"['Alyssa Croft', 'Colette van Laar', 'Croft, Alyssa']",70,1400,18,5
A5003364633,,Yuefan Wu,"['Wu, Yuefan', 'Yuefan Wu']",7,45,3,5
A5038888358,,Ukoabasi Isip,['Ukoabasi Isip'],7,32,1,2
A5041824054,,Daniel Dale,['Daniel Dale'],2,5,1,1
A5065739906,https://orcid.org/0000-0002-9236-3890,Zishan Cui,"['Cui, Zishan', 'Z Cui', 'Zishan Cui']",101,1683,26,11
A5027804995,,Oscar Lautsch,['Oscar Lautsch'],1,0,0,1
A5007300551,https://orcid.org/0000-0001-9844-992X,Geng Yuan,"['Geng Yuan', 'Yuan Geng', 'Yuan, Geng']",142,1588,21,15
A5080345112,https://orcid.org/0000-0003-0803-3002,Dipankar Sen,"['D. SEN', 'D. Sen', 'Dipankar Sen']",123,9878,42,10
A5010631575,,Sayma Afroza Supti,['Sayma Afroza Supti'],3,62,2,2
A5055285782,https://orcid.org/0000-0001-5773-8266,Krishna Pendakur,"['K Pendakur', 'Krishna Pendakur', 'Pendakur, Krishna']",140,3696,30,25
A5104431713,,Daniel Sloseris,['Daniel Sloseris'],2,25,1,1
A5011329358,,Daniel Tarnu,['Daniel Tarnu'],1,1,1,1
A5089968178,,Catherine Cheneval,['Catherine Cheneval'],1,64,1,1
A5025638336,https://orcid.org/0000-0003-1547-0569,Sarah Bull,"['Bull, Sarah', 'S BULL', 'S Bull', 'S. BULL', 'S. Bull', 'Sarah Bull', 'Sarah Bull -', 'Sarah V. Bull']",93,1516,22,28
A5014608443,,Farhaan M. Khan,['Farhaan M. Khan'],1,0,0,1
A5094098148,,Jonathan Petrov,['Jonathan Petrov'],1,6,1,1
A5100351927,https://orcid.org/0000-0003-1998-0611,Lin Zhang,"['L Zhang', 'L. Zhang', 'L.‐H. Zhang', 'LIN ZHANG', 'Lin ZHANG', 'Lin Zhang', 'Zhang, Lin']",309,21940,61,144
A5060691178,https://orcid.org/0000-0003-4872-7447,Ali Mokhtari-Jazi,"['Ali Mokhtari-Jazi', 'Mokhtari-Jazi, Ali']",8,19,2,1
A5029296798,https://orcid.org/0000-0001-6459-2621,P. Kowalski,"['Kowalski, P.', 'Kowalski, Paweł', 'P Kowalski', 'P. Kowalski', 'Pawel Kowalski', 'Paweł J Kowalski', 'Paweł J. Kowalski', 'Paweł Kowalski', 'Wojciech Wilicki']",145,1854,22,18
A5092986568,,Rory Marck,['Rory Marck'],2,13,2,1
A5001276781,https://orcid.org/0000-0003-4329-7804,Omar Mossad,"['Mossad, Omar', 'Omar Mossad']",27,1429,15,5
A5101826423,https://orcid.org/0000-0003-4862-6427,Yi Wen,"['Wen Yi', 'Y Wen', 'Y. Wen', 'Yi WEN', 'Yi Wen', 'Yonghao Wen']",118,3972,37,40
A5033057164,https://orcid.org/0000-0003-0396-0966,Ian Scott,"['I M Scott', 'I. M. Scott', 'I. Scott', 'Ian M Scott', 'Ian M. Scott', 'Ian Scott']",71,1320,20,16
A5061521378,https://orcid.org/0000-0003-0947-6243,Heather Williams,"['H Williams', 'H. W. Williams', 'H. Warrington Williams', 'HEATHER WILLIAMS', 'Heather Williams', 'Williams, H. Warrington']",62,2475,24,9
A5101611665,https://orcid.org/0000-0002-9846-1467,Matthew D. White,"['M. D. White', 'M. WHITE', 'M.D. White', 'Matthew D White', 'Matthew D. WHITE', 'Matthew D. White', 'Matthew David White', 'Matthew White', 'White, Matthew D.']",78,1343,19,7
A5004519403,,Vincent Raffault,['Vincent Raffault'],2,6,1,1
A5044710138,,D. M. Broun,"['Broun, D. M.', 'D. M. Broun', 'D.\u2009M. Broun']",3,4,1,1
A5039902067,https://orcid.org/0000-0002-2361-8925,Philip Huynh,"['Huynh, Philip', 'P. Huynh', 'P.L. Huynh', 'P.L.L. Huynh', 'Philip Huynh']",38,650,13,13
A5081614066,https://orcid.org/0000-0003-2979-9533,Thomas M. Spalek,"['Spalek, Thomas M', 'Spalek, Thomas M.', 'T. M. Spalek', 'Thomas M Spalek', 'Thomas M. Spalek', 'Thomas Spalek']",89,1355,17,4
A5033928968,https://orcid.org/0000-0002-2079-8393,Nadine Provençal,"['N. Provencal', 'N. Provençal', 'Nadine Provencal', 'Nadine Provençal', 'Nadine Provençal (318748)', 'Provencal, N', 'Provencal, Nadine']",74,2560,25,14
A5051498044,https://orcid.org/0000-0002-0513-226X,Teeba Obaid,"['Obaid, Teeba', 'Teeba Obaid']",12,63,3,3
A5028644503,https://orcid.org/0000-0002-3059-7528,K. L. Kavanagh,"['Hideo Hosono', 'K Kavanagh', 'K L Kavanagh', 'K. Kavanagh', 'K. L. KAVANAGH', 'K. L. Kavanagh', 'K.L Kavanagh', 'K.L. Kavanagh', 'Karen Kavanagh', 'Karen L Kavanagh', 'Karen L. Kavanagh', 'Kavanagh, K. L.', 'Kavanagh, Karen', 'Kavanagh, Karen L.', 'Young-Chang Joo']",343,8716,42,50
A5038445455,,Patricia L. Brantingham,"['Brantingham, Patricia', 'Brantingham, Patricia L.', 'P. Brantingham', 'P.L. BRANTINGHAM AND P.J BRANTINGHAM', 'P.L. BRANTINGHAM AND P.J. BRANTINGHAM', 'PATRICIA L. BRANTINGHAM', 'Patricia Brantingham', 'Patricia L Brantingham', 'Patricia L. Brantingham']",102,5807,30,6
A5020861975,https://orcid.org/0000-0001-5209-9004,Jie Jian,"['J. Jian', 'J.M. Jian', 'Jiahong Jian', 'Jie Jian']",7,15,2,9
A5073406025,https://orcid.org/0000-0002-8938-4391,Hannah Herrick,"['Hannah Herrick', 'Hannah M Herrick', 'Hannah M. Herrick', 'Herrick, Hannah']",7,78,2,3
A5080977745,https://orcid.org/0000-0002-7588-2111,Britny A. Martlin,"['Britny A. Martlin', 'Britny Martlin']",8,36,4,3
A5041336139,https://orcid.org/0009-0000-3163-6800,Chenzheng Li,"['Chenzheng Li', 'Li Chenzheng']",12,50,3,4
A5080805385,https://orcid.org/0000-0001-6323-0872,Alex King,"['ALEX KING', 'Alex King', 'King, Alex']",19,359,7,4
A5021014141,https://orcid.org/0000-0003-2690-2742,Sayed Naseel Mohamed Thangal,['Sayed Naseel Mohamed Thangal'],5,35,2,2
A5072737913,https://orcid.org/0000-0002-1190-4326,Nicole Catherine,"['Catherine, Nicole L. A.', 'N Catherine', 'N. CATHERINE', 'N. Catherine', 'NICOLE CATHERINE', 'Ng. Catherine', 'Nicole Catherine', 'Nicole L A Catherine', 'Nicole L. A. Catherine', 'Nicole L.A. Catherine', 'Nicole LA Catherine']",47,1296,18,21
A5016375531,https://orcid.org/0000-0003-2210-3070,Adrienne Berchtold,"['A.E. Berchtold', 'Adrienne Berchtold', 'Adrienne E. Berchtold']",7,83,5,3
A5041285373,https://orcid.org/0000-0002-9466-8225,Dongmeng Liu,"['Dongmeng Liu', 'Liu, Dongmeng']",5,40,3,1
A5084781299,,Ryker Moreau,['Ryker Moreau'],3,4,2,2
A5036006797,,Sikandir Aftab,['Sikandir Aftab'],1,38,1,1
A5046254661,https://orcid.org/0000-0002-3166-5959,Natalya Alonso,"['Natalya Alonso', 'Natalya M. Alonso']",17,392,6,3
A5052771299,,W. Susanne Fietz,['W. Susanne Fietz'],1,12,1,1
A5039224828,,Jaydon Vanloo,"['Jaydon Vanloo', 'Vanloo, Jaydon']",4,44,1,1
A5052634750,,Jasmina Arifovic,"['Arifovic, Jasmina', 'J. Arifovic', 'JASMINA ARIFOVIC', 'Jasmina Arifovic']",114,2776,26,16
A5053679195,https://orcid.org/0009-0007-9665-1009,Peter Young,"['P J Young', 'P Young', 'P. J. Young', 'P. Young', 'P.J. Young', 'P.J.S. Young', 'Peter J Young', 'Peter J. S. Young', 'Peter J. Young', 'Peter Young', 'Peter\xa0J. Young']",155,2846,26,40
A5079975483,https://orcid.org/0000-0002-1833-3597,Lazar I. Jovanovic,"['Lazar I Jovanovic', 'Lazar I. Jovanovic', 'Lazar Jovanovic']",13,153,7,10
A5002298496,https://orcid.org/0000-0003-2528-1446,Dimitri Livitz,"['D Livitz', 'D. Livitz', 'Dimitri G. Livitz', 'Dimitri Livitz', 'Julie Livingstone']",131,27646,49,24
A5080920310,,Rihan Yao,"['Rihan Yao', 'Yao, Rihan']",2,6,1,1
A5074510211,https://orcid.org/0000-0002-4858-5170,J. Chacón,"['Chacon, Juan', 'J Chacon', 'J Chacón', 'J. Chacón', 'Juan Chacon', 'Juan Diego Chacón']",15,182,5,4
A5060696615,,Chris Bidner,['Chris Bidner'],24,373,6,5
A5009654914,https://orcid.org/0000-0002-2548-5134,Mary Mawufemor Denyo,"['Denyo, Mary Mawufemor', 'Mary Mawufemor Denyo']",4,3,1,2
A5005359638,,Kate Moffatt,['Kate Moffatt'],7,1,1,2
A5050895608,https://orcid.org/0000-0001-6288-0590,Nicole K. Stewart,"['Nicole K Stewart', 'Nicole K. Stewart', 'Nicole Kearse Stewart', 'Nicole Stewart']",21,55,5,3
A5076066151,https://orcid.org/0000-0003-1375-6475,David G. Bigelow,"['D. Bigelow', 'David Bigelow', 'David G. Bigelow']",7,80,3,12
A5019178833,https://orcid.org/0000-0003-1491-1174,Pierre‐André Gilormini,"['Gilormini, Pierre André', 'P. A. Gilormini', 'Pierre André Gilormini', 'Pierre-André Gilormini', 'Pierre‐André Gilormini']",26,339,11,4
A5109579986,,Nancy Khalil,['Nancy Khalil'],5,37,2,3
A5082339528,https://orcid.org/0000-0002-6519-2440,Jean‐François Bégin,"['Bégin, Jean-François', 'Jean-François Bégin', 'Jean‐François Bégin']",68,271,8,5
A5098730898,,Angelica Baniqued,['Angelica Baniqued'],2,2,1,1
A5084860097,https://orcid.org/0000-0001-9429-7201,Alexa van der Waall,"['A. van der Waall', 'Alexa van der Waall']",7,91,5,1
A5039603220,https://orcid.org/0000-0002-8472-043X,Abel Ruiz-Giralt,"['Abel Ruiz-Giralt', 'Ruiz-Giralt, Abel']",39,201,7,9
A5001693103,https://orcid.org/0000-0002-1065-9197,John Shadarevian,['John Shadarevian'],5,65,3,8
A5006522350,https://orcid.org/0000-0002-6852-3436,Clayon B. Hamilton,"['C. Hamilton', 'C.B. Hamilton', 'Clayon B Hamilton', 'Clayon B. Hamilton', 'Clayon Hamilton', 'Hamilton, Clayon B.', 'Sharon Provost']",49,1743,15,16
A5053795503,,Daniel Rajasooriar,['Daniel Rajasooriar'],2,26,1,1
A5076669546,https://orcid.org/0000-0003-4056-1286,Asger Hobolth,"['A. HOBOLTH', 'A. Hobolth', 'ASGER HOBOLTH', 'Asger Hobolth', 'Asger Hobolth (7266)', 'Hobolth, Asger', 'Hobolth, Asger; id_orcid 0000-0003-4056-1286', 'Katherine A. Hoadley']",182,21212,46,16
A5030267095,,Angela Wong,"['A Wong', 'Angela Wong']",140,429,7,17
A5001832802,https://orcid.org/0000-0001-9717-9382,MinYoung Yoo,"['MinYoung Yoo', 'Minyoung Yoo']",22,194,9,3
A5107522508,,Mei Fang Lang,"['Mei Fang Lang', 'Mei Lan Fang']",1,4,1,1
A5060207717,,S Reynolds,"['S Reynolds', 'Steven Reynolds']",3,0,0,4
A5026568725,https://orcid.org/0000-0002-9122-8742,Patricio López‐Jaramillo,"['Lopez-Jaramillo, Patricio', 'López Jaramillo, Patricio', 'P LOPEZJARAMILLO', 'P Lopez-Jaramillo', 'P Lopez‐Jaramillo', 'P López-Jaramillo', 'P López‐Jaramillo', 'P. Lopez-Jaramillo', 'P. Lopez‐Jaramillo', 'P. LÓPEZ‐JARAMILLO', 'P. Lòpez-Jaramillo', 'P. López-Jaramillo', 'P. López‐Jaramillo', 'PATRICIO LÓPEZ-JARAMILLO', 'Patricio Jaramillo', 'Patricio Lopez Jaramillo', 'Patricio Lopez-Jaramillo', 'Patricio Lopez-jaramillo', 'Patricio Lopez‐Jaramillo', 'Patricio López-Jaramillo', 'Patricio López -Jaramillo', 'Patricio López Jaramillo', 'Patricio López-Jaramillo', 'Patricio López-Jaramilo', 'Patricio López‐Jaramillo', 'Patricio López–Jaramillo']",586,56859,108,72
A5037632381,,Shivansh Patel,"['Patel, Shivansh', 'Shivansh Pate', 'Shivansh Patel']",17,195,6,4
A5030154028,,Nicholas McDaniel,['Nicholas McDaniel'],1,0,0,1
A5020346229,https://orcid.org/0000-0002-8195-6404,Diego S. Silva,"['D S Silva', 'D. S. Silva', 'D. Silva', 'D.S. Silva', 'Diego Antônio Moraes e Silva', 'Diego S Silva', 'Diego S da Silva', 'Diego S. Silva', 'Diego Silva', 'Diego Steven Silva', 'SILVA, DIEGO']",106,1186,20,31
A5075775877,https://orcid.org/0000-0003-0958-3858,Caislin L. Firth,"['Caislin Firth', 'Caislin L. Firth', 'Caislin Leah Firth', 'Firth, Caislin L.']",49,981,19,12
A5014319022,,Nivedha Raveinthiranathan,['Nivedha Raveinthiranathan'],3,17,3,1
A5033155405,,Tenysha Ross-Van Mierlo,['Tenysha Ross-Van Mierlo'],3,56,2,3
A5086492286,https://orcid.org/0000-0002-3984-5196,Sarah Anne Ganter,"['Ganter, Sarah', 'Ganter, Sarah Anne', 'Sarah Anne Ganter', 'Sarah Ganter']",33,900,8,3
A5020632236,https://orcid.org/0000-0001-8337-489X,Renaud Bougueng Tchemeube,"['Bougueng Tchemeube, Renaud', 'Renaud Bougueng Tchemeube', 'Renaud Tchemeube', 'Tchemeube, Renaud Bougueng']",12,58,5,2
A5002817342,,Ean Henninger,"['Ean Henninger', 'Henninger, Ean']",19,35,3,2
A5115594829,,Pengpeng Zhang,"['Peng-Peng Zhang', 'Pengpeng Zhang']",65,363,11,24
A5091216307,https://orcid.org/0000-0001-5157-0968,Monika Waldis,"['Monika Waldis', 'Waldis, Monika']",78,372,10,17
A5034929224,https://orcid.org/0000-0002-3379-0251,Andrey Zhdanov,"['A Zhdanov', 'A. V. Zhdanov', 'A. Zhdanov', 'Andrey V. Zhdanov', 'Andrey Zhdanov', 'Zhdanov, Andrey', 'А. V. Zhdanov']",36,1097,12,12
A5056593938,,Leon Kochiev,"['L.G. Kochiev', 'Leon Kochiev']",2,16,2,1
A5073848623,https://orcid.org/0000-0003-0002-4021,Ron Borowsky,"['Borowsky, Ron', 'R Borowsky', 'R. Borowsky', 'RON BOROWSKY', 'Ron Borowsky', 'Ron W. Borowsky']",118,2330,26,8
A5043210159,https://orcid.org/0000-0001-5784-0746,Thiyaana Jeyabalan,"['T. Jeyabalan', 'Thiyaana Jeyabalan']",8,36,3,3
A5050197558,https://orcid.org/0000-0002-0584-4099,Fiona S. L. Brinkman,"['Brinkman, Fiona', 'Brinkman, Fiona S L', 'Brinkman, Fiona S. L.', 'Brinkman, Fiona S.L.', 'F Brinkman', 'F. S. L. Brinkman', 'F.S. Brinkman', 'F.S. L. Brinkman', 'FIONA S. L. BRINKMAN', 'Fiona Brinkman', 'Fiona S L Brinkman', 'Fiona S. L Brinkman', 'Fiona S. L. Brinkman', 'Fiona S.L. Brinkman', 'Fiona SL Brinkman', 'Fiona\xa0S L Brinkman', 'Fiona\xa0S.\xa0L. Brinkman', 'Stuart E. Turvey']",200,35173,69,12
A5003321247,,G. Jensen,"['G. Jensen', 'G.M. Jensen', 'Gabrille Jensen']",6,62,3,3
A5078892366,https://orcid.org/0009-0009-2782-2219,Pak-Tik Fong,"['Fong, Pak-Tik', 'P. K. Fong', 'Pak-Tik Fong']",8,27,2,2
A5018721751,https://orcid.org/0000-0003-3292-8543,Sean F. Romanuik,"['S F Romanuik', 'S. F. Romanuik', 'S.F. Romanuik', 'Sean F. Romanuik', 'Sean Romanuik']",22,472,7,4
A5035291687,https://orcid.org/0000-0003-3530-9350,Hong Tan,"['H Tan', 'H. Tan', 'Hong Tan', 'Hong Yee Tan', 'Hong‐Yee Tan']",17,318,10,5
A5037796877,,Shelby Elkes,['Shelby Elkes'],3,0,0,1
A5060388268,https://orcid.org/0000-0001-6947-1052,Anne Gadermann,"['A. Gadermann', 'Anne C Gadermann', 'Anne Gadermann', 'Anne M Gadermann', 'Anne M. Gadermann', 'Gadermann, Anne M.', 'Gadermann, Anne Maria']",153,7604,39,16
A5069378403,https://orcid.org/0000-0002-9782-641X,Jonathan C. Driver,"['Benjamin A. Bellorado', 'DRIVER, J', 'Driver, J', 'Driver, Jonathan', 'Driver, Jonathan C.', 'Driver, Jonathan, AUTHOR (Null)', 'J. Driver', 'J.C. Driver', 'JONATHAN C. DRIVER', 'Jonathan C Driver', 'Jonathan C. Driver', 'Jonathan Driver', 'Kristin Kuckelman']",103,3040,22,9
A5024106893,,Kerrigan Beaver,"['K. M. Beaver', 'Kerrigan Beaver']",36,578,12,11
A5073047882,https://orcid.org/0000-0002-2876-4251,Jeremy G. Venditti,"['J Venditti', 'J. G. Venditti', 'J.G. Venditti', 'JEREMY G. VENDITTI', 'Jeremy G. Venditti', 'Jeremy Venditti', 'Venditti, Jeremy', 'Venditti, Jeremy G', 'Venditti, Jeremy G.', 'Venditti, Jeremy George']",259,5198,42,14
A5062475859,https://orcid.org/0000-0002-5670-415X,H. Dan Gibson,"['H. Dan Gibson', 'H. GIBSON']",6,46,3,1
A5015678810,https://orcid.org/0000-0002-8774-0030,Patrick R. W. J. Davey,"['Davey, Patrick R. W. J.', 'Davey, Patrick R.W.J.', 'Patrick R. W. J. Davey', 'Patrick R.W.J. Davey']",26,109,6,5
A5002629392,https://orcid.org/0000-0002-4165-2190,Jeffrey R. Brook,"['Brook J', 'Brook, Jeffrey', 'Brook, Jeffrey R.', 'J Brook', 'J D Brook', 'J R Brook', 'J R. Brook', 'J. Brook', 'J. R. Brook', 'J.R. Brook', 'JEFFREY R BROOK', 'Jeffrey  R. Brook', 'Jeffrey Brook', 'Jeffrey R Brook', 'Jeffrey R. Brook', 'Jeffrey Robert Brook', 'Jeffrey\xa0R. Brook']",453,32015,89,67
A5014682431,https://orcid.org/0009-0002-1208-0653,Yiyang Dong,['Yiyang Dong'],6,49,3,2
A5085441318,https://orcid.org/0000-0003-0907-5941,Signe E. Kastberg,"['Kastberg, Signe', 'Signe E Kastberg', 'Signe E. Kastberg', 'Signe Kastberg']",93,694,12,10
A5041359764,https://orcid.org/0000-0002-0600-1755,R. Ramaseshan,"['R RAMASESHAN', 'R Ramaseshan', 'R. RAMASESHAN', 'R. Ramaseshan', 'Rajagopalan Ramaseshan', 'Rajagopalan, Ramaseshan', 'Ramaseshan R', 'Ramaseshan R.', 'Ramaseshan Rajagopalan', 'Ramaseshan, R.']",130,1348,20,19
A5101185021,,Xinrui Liang,"['Xin-rui Liang', 'Xinrui LIANG', 'Xinrui Liang']",38,203,6,23
A5001981698,,Benjamin Chase,['Benjamin Chase'],2,1,1,1
A5010299595,,Saleh Riahi,"['S* Riahi', 'S. Riahi', 'Saleh Riahi']",23,499,12,9
A5017757200,https://orcid.org/0000-0002-4842-9047,Monica T. Ly,"['M Ly', 'Monica Ly', 'Monica T Ly', 'Monica T. Ly']",47,283,8,20
A5077607243,https://orcid.org/0000-0001-7397-0495,Ben Scholl,"['Ben Scholl', 'Scholl, Ben']",9,6,2,1
A5031676545,https://orcid.org/0000-0001-7474-086X,Achim Conzelmann,"['Achim Conzelmann', 'Conzelman, Achim', 'Conzelmann, Achim']",307,2915,26,8
A5114325817,,Alexandra Beukens,['Alexandra Beukens'],2,2,1,1
A5112345119,,Procheta Nag,"['P Suhrut Nag', 'Procheta Nag']",4,76,2,3
A5044942768,https://orcid.org/0009-0008-5826-8866,Reese Muntean,"['Muntean, Reese', 'Reese Muntean']",27,202,7,4
A5089345360,,Kate McCabe,['Kate McCabe'],11,40,2,4
A5053407441,https://orcid.org/0000-0001-8230-1023,Atefeh Ghorbani,['Atefeh Ghorbani'],11,172,7,4
A5033213554,,Alison Y. Li,"['A.Y li', 'Alison Y Li', 'Alison Y. Li', 'Li, Aoxue']",10,70,4,4
A5088244500,,Niayesh Pazoki Moakhar,['Niayesh Pazoki Moakhar'],1,6,1,1
A5107624137,,Amanjot Grewal,"['Amanjot Grewal', 'Grewal, Amanjot']",3,0,0,1
