OpenAlex ID,ORCID,Name,Alt Names,Publications,Citations,h-index,Number of Institutions
A5047099488,,Gabor Melli,"['GABOR MELLI', 'Gabor Melli']",21,2699,7,9
A5043256348,,T'ea Dong,"[""Dong, T'ea"", ""T'ea Dong""]",3,11,1,1
A5089676694,,Jacob Mortensen,"['Jacob Mortensen', 'Jacob W. Mortensen', 'Mortensen, Jacob']",4,5,1,2
A5029337151,https://orcid.org/0000-0001-8100-3577,Tianzheng Wang,"['T. WANG', 'Tian-Zheng WANG', 'Tian-Zheng Wang', 'Tian-zheng Wang', 'Tianzheng Wang', 'Wang, Tianzheng']",70,849,17,13
A5107070954,,SP Rossi,['SP Rossi'],1,2,1,2
A5054535416,https://orcid.org/0000-0002-6692-3874,Khalid F. AlHabib,"['AlHabib, Khalid', 'Alhabib, Khalid F.', 'K AlHabib', 'K F Alhabib', 'K. Al-Habib', 'K. AlHabib', 'K. Alhabib', 'K. F. Alhabib', 'K.F. AlHabib', 'K.F. Alhabib', 'KF AlHabib', 'KF Alhabib', 'Kalid ali Alhabib', 'Khalid Al-Habib', 'Khalid AlHabib', 'Khalid Alhabib', 'Khalid F Al-Habib', 'Khalid F AlHabib', 'Khalid F Alhabib', 'Khalid F. Al-Habib', 'Khalid F. AlHabib', 'Khalid F. Alhabib', 'Khalid Faiz Alhabib', 'Khalid\xa0F. AlHabib', 'Rasha Khatib', 'khalid AlHabib']",328,50322,75,41
A5014233628,https://orcid.org/0000-0003-2530-3908,Yupin Yang,['Yupin Yang'],16,248,7,5
A5050462008,https://orcid.org/0000-0003-2717-6236,John Lowman,"['J D Lowman', 'J Lowman', 'J. Lowman', 'J.D. Lowman', 'JD Lowman', 'JOHN LOWMAN', 'John D Lowman', 'John D. Lowman', 'John Lowman', 'Lowman, J.D.', 'Lowman, John', 'Lowman, John, 1950-']",114,2361,22,10
A5000893315,https://orcid.org/0000-0001-6743-4020,Paul Baker,"['Baker, Paul', 'P Baker', 'P. Baker', 'P. M. Baker', 'P. Morgan Baker', 'PAUL M. BAKER', 'Paul BAKER', 'Paul Baker', 'Paul M. Baker', 'Paul Morgan Baker']",218,13115,45,53
A5086077761,,Niloufar Aran,"['Aran, Niloufar', 'Niloufar Aran']",18,143,7,9
A5088184105,,Cathy Son,['Cathy Son'],5,101,4,3
A5089720903,https://orcid.org/0000-0002-7523-0025,Khumoekae Richard,"['K. Richard', 'Khumoekae Richard', 'Richard, Khumoekae']",14,139,5,3
A5100747388,https://orcid.org/0000-0002-1061-604X,Zezhong Wang,"['Wang, Zezhong', 'Ze-Zhong Wang', 'Zezhong Wang']",54,612,11,16
A5026662287,https://orcid.org/0000-0002-1729-3255,Karteek Popuri,"['K Popuri', 'K. Popuri', 'Karteek Popuri', 'Popuri, K.', 'Popuri, Karteek']",148,2910,29,7
A5025337002,https://orcid.org/0000-0002-8575-0294,Di Zhao,"['Chen Gao', 'D. Zhao', 'DI ZHAO', 'Di Bill Zhao', 'Di Qin Zhao', 'Di Zhao', 'Dongquan Zhao', 'Li Hao', 'Zhao Di', 'Zhao, Di', 'Zidong Wang']",119,1374,16,47
A5028019048,https://orcid.org/0000-0002-4203-3877,Sharon Robins,"['Robins, Sharon', 'Sharon Robins']",8,7,1,1
A5103224703,https://orcid.org/0000-0002-8525-6966,Zheng Wu,"['Wu Zheng', 'Wu, Zheng', 'Z Wu', 'ZHENG WU', 'Zhaobang Wu', 'Zheng WU', 'Zheng Wu', 'Zhengman Wu', 'Zhuolun Wu']",96,2721,30,18
A5086316996,,Paul Brantingham,"['Brantingham, Paul J.', 'P.L. Brantingham', 'Paul Brantingham']",14,1986,6,1
A5052065849,https://orcid.org/0000-0001-9755-6459,Casey L. Kirkpatrick,"['C. L. Kirkpatrick', 'Casey Kirkpatrick', 'Casey L Kirkpatrick', 'Casey L. Kirkpatrick', 'Kirkpatrick, Casey L']",20,205,7,5
A5091021879,,Travis Salway,"['T Salway', 'T. Salway', 'T.J. Salway', 'Travis Salway']",51,435,12,9
A5108751128,,Jiongchao Jin,"['Jin, Jiongchao', 'Jiongchao Jin']",13,90,6,2
A5044844162,https://orcid.org/0000-0002-1858-0432,Dana Lepofsky,"['D Lepofsky', 'D. Lepofsky', 'DANA LEPOFSKY', 'Dana Lepofsky', 'Lepofsky, Dana']",158,3343,31,8
A5003592328,,Deborah Harford,['Deborah Harford'],13,287,6,1
A5091636310,https://orcid.org/0000-0002-1728-106X,Alex Zucca,"['A. Zucca', 'Alex Zucca', 'Zucca, Alex']",16,747,9,3
A5007982022,,Kyle Singh,['Kyle Singh'],1,1,1,2
A5108828590,,Misha Jain,['Misha Jain'],1,3,1,1
A5066797978,https://orcid.org/0000-0002-5178-0188,Sahand Khakabimamaghani,"['SAHAND KHAKABIMAMAGHANI', 'Sahand Khakabimamaghani', 'Sahand Khakabimamaghani -']",18,360,10,5
A5016895863,https://orcid.org/0000-0002-3340-5528,Ismaeil Fazel,"['Fazel, Ismaeil', 'Ismaeil Fazel']",39,525,12,5
A5034589539,,Dennis L. Krebs,"['D. Krebs', 'DENNIS KREBS', 'DENNIS L. KREBS', 'Dennis Krebs', 'Dennis L Krebs', 'Dennis L. Krebs', 'Krebs, Dennis 19XX-']",169,5321,33,6
A5084640953,https://orcid.org/0000-0001-6901-0555,Karel Van Nieuwenhuyse,"['Karel Van Nieuwenhuyse', 'Karel Van Nieuwenhuyse,', 'Karel van Nieuwenhuyse', 'Van Nieuwenhuyse, Karel']",195,235,8,11
A5057737832,https://orcid.org/0000-0002-6446-6710,Valentine Sergeev,"['V. P. Sergeev', 'Valentine Sergeev']",9,145,4,4
A5026615827,,Amir Jahanlou,"['Amir Jahanlou', 'Jahanlou, Amir']",3,28,3,1
A5049925786,,Pouya Samandi,"['Pouya Samandi', 'Samandi, Pouya']",4,13,1,2
A5017071456,https://orcid.org/0000-0002-3561-442X,Nadine Boulay,"['Boulay', 'Nadine Boulay']",8,41,2,1
A5014802776,https://orcid.org/0000-0002-4217-8478,Michael Meanwell,"['Meanwell, M.', 'Meanwell, Michael', 'Meanwell, Michael W.', 'Michael Meanwell', 'Michael W Meanwell', 'Michael W. Meanwell']",54,1115,16,11
A5113804302,,Don Nelson,"['D Nelson', 'D. Nelson', 'Don H. Nelson', 'Don Nelson', 'Nelson, D']",35,460,11,9
A5087502235,https://orcid.org/0000-0001-6000-436X,Sandra Peterson,"['Peterson, Sandra', 'S Peterson', 'S. Peterson', 'Sandra L. Peterson', 'Sandra L.M. Peterson', 'Sandra Peterson']",109,1843,20,33
A5033404204,,Julia Carr,['Julia Carr'],23,231,8,7
A5076517151,https://orcid.org/0000-0003-0818-9648,Qimin Chen,"['Chen Qimin', 'Chen, Qimin', 'Hongbin Ma', 'QIMIN CHEN', 'Qi-Min CHEN', 'Qi-Min Chen', 'Qi-min CHEN', 'Qi-min Chen', 'QiMin Chen', 'Qimin Chen', 'Xingwei Peng']",190,1412,21,46
A5004074785,https://orcid.org/0000-0002-4818-9282,Ruilin Zhang,"['Rui-Lin Zhang', 'Ruilin ZHANG', 'Ruilin Zhang']",90,623,11,38
A5066747131,https://orcid.org/0000-0002-1213-2487,Danielle N. DeVries,"['Danielle DeVries', 'Danielle N. DeVries', 'Devries, Danielle']",8,101,4,4
A5067130848,,Mo Korchinski,"['MO KORCHINSKI', 'Mo Korchinski']",37,496,13,16
A5029839968,https://orcid.org/0000-0003-0588-3415,Ziying Zhang,"['Jun Zhang', 'Z Y Zhang', 'Z. Zhang', 'Z.Y. ZHANG', 'Zhang, Z.', 'Zhang, Ziying', 'Zi-Ying Zhang', 'Zi-ying ZHANG', 'Zi-ying Zhang', 'ZiYing Zhang', 'Ziying Zhang', 'Zi‐Ying Zhang']",243,3783,33,85
A5024297629,,Max Donelan,"['J. Maxwell Donelan', 'Max Donelan']",3,18,1,1
A5048929131,https://orcid.org/0000-0001-6823-2957,Dawn M. E. Bowdish,"['Bowdish, Dawn', 'Bowdish, Dawn M. E.', 'Bowdish, Dawn M.E.', 'D Bowdish', 'D M Bowdish', 'D M E Bowdish', 'D. Bowdish', 'D. M. E. Bowdish', 'D. M.E. Bowdish', 'D.M. Bowdish', 'D.M.E. Bowdish', 'DME Bowdish', 'Dawn Bowdish', 'Dawn M Bowdish', 'Dawn M E Bowdish', 'Dawn M. Bowdish', 'Dawn M. E. Bowdish', 'Dawn M.E Bowdish', 'Dawn M.E. Bowdish', 'Dawn ME Bowdish', 'Dawn ME. Bowdish', 'Matthew Miller']",279,14610,59,24
A5083139109,,Kamyar Razavi,"['Kamyar Razavi', 'Razavi, Kamyar']",10,0,0,2
A5058139207,https://orcid.org/0000-0002-8291-5233,Nicolás Salcedo-Porras,"['Nicolas Salcedo-Porras', 'Nicolás Salcedo', 'Nicolás Salcedo-Porras']",10,185,6,3
A5017306542,https://orcid.org/0000-0002-1882-4855,Stephen A. Spector,"['Gary Sinclair', 'S A Spector', 'S Spector', 'S. A. SPECTOR', 'S. A. Spector', 'S. Spector', 'S.A. Spector', 'S.\xa0A. Spector', 'STEPHEN A SPECTOR', 'STEPHEN A. SPECTOR', 'STEPHEN SPECTOR', 'Spector, Stephen A', 'Stephen A Spector', 'Stephen A. Spector', 'Stephen Spector', 'StephenA. Spector', 'Stephen\xa0A Spector', 'Stephen\xa0A. Spector']",408,25816,78,106
A5101769318,https://orcid.org/0009-0003-0588-4933,Tian Chen,"['Chen Tian', 'Tian Chen']",4,3,1,5
A5005032306,,Claire Carolan,['Claire Carolan'],8,8,2,3
A5101082637,,Angela Paul,"['Angela Paul', 'Paul, Angela']",6,36,4,5
A5021809186,https://orcid.org/0000-0003-0368-6581,Mirjana Prpa,"['Mirjana Prpa', 'Mona Ali', 'Prpa, Mirjana']",33,633,10,8
A5027507754,https://orcid.org/0000-0002-9705-5897,Ruth Timme,"['R. Timme', 'R.E. Timme', 'Ruth E Timme', 'Ruth E. Timme', 'Ruth Timme', 'Ruth\xa0E. Timme', 'Timme, Ruth', 'Timme, Ruth E.']",251,5282,35,38
A5113020459,,April Preston,['April Preston'],1,8,1,1
A5064653377,,Soniya Dawdani,['Soniya Dawdani'],2,4,1,1
A5109739423,,Ying Yu,['Ying Yu'],6,20,2,9
A5091280530,,Helmine Serban,['Helmine Serban'],3,212,2,1
A5108419733,https://orcid.org/0000-0001-5112-1310,Diana N. Ionescu,"['D IONESCU', 'D Ionescu', 'D N Ionescu', 'D. Ionescu', 'D.N. Ionescu', 'Diana Andreea Ionescu', 'Diana Ionescu', 'Diana N Ionescu', 'Diana N. Ionescu', 'Diana N. Ionescu (Naus)', 'Ionescu, Diana', 'Linda Hui']",159,4736,33,41
A5048276816,https://orcid.org/0000-0003-1746-535X,Zhongxiang Chang,"['Chang Zhongxiang', 'Chang, Zhongxiang', 'Z.X. Chang', 'Zhongxiang Chang']",29,360,11,8
A5100336360,https://orcid.org/0000-0001-6148-9709,Long Chen,"['CHEN Long', 'Chen, Long', 'Hui-ling Chen', 'L. Chen', 'LONG CHEN', 'Long CHEN', 'Long Chen', 'Long Chen -', 'Long chen', 'Xiaofeng Li']",372,9377,44,113
A5047103464,,Christos Rantsoudis,"['Christos Rantsoudis', 'Rantsoudis, Christos']",15,23,3,10
A5057905356,https://orcid.org/0000-0003-0864-0312,Maggie Jones,"['Jones, Maggie', 'Jones, Maggie E. C.', 'Jones, Maggie E.C.', 'Maggie E C Jones', 'Maggie E. C. Jones', 'Maggie E.C. Jones', 'Maggie Jones']",42,331,9,13
A5010600379,,Matthew B. Nodwell,"['M. Nodwell', 'MATTHEW B. NODWELL', 'Matthew B Nodwell', 'Matthew B. Nodwell', 'Matthew Nodwell', 'Nodwell, Matthew B.']",44,1371,19,10
A5000514429,https://orcid.org/0000-0002-3456-4387,Pauline S. Deschodt,"['Pauline Deschodt', 'Pauline S Deschodt', 'Pauline S. Deschodt']",7,53,4,4
A5031168962,https://orcid.org/0000-0002-0684-287X,JiaRui Li,"['JiaRui Li', 'Jiarui Li', 'Li, Jiarui']",28,433,10,16
A5005809676,https://orcid.org/0000-0002-1788-9796,Chelsea A Ford-Sahibzada,['Chelsea A Ford-Sahibzada'],4,37,2,4
A5023834485,https://orcid.org/0000-0001-7428-0461,Emillie de Keulenaar,"['Emillie De Keulenaar', 'Emillie V. de Keulenaar', 'Emillie de Keulenaar']",21,130,6,5
A5020528755,,Heather A. Baitz,"['Baitz H', 'Heather A. Baitz', 'Heather Baitz']",8,97,5,3
A5031957606,,Cécile Loyen,['Cécile Loyen'],3,0,0,3
A5093888240,,Olivia C. Lowe,"['Olivia C Lowe', 'Olivia C. Lowe']",7,21,3,1
A5078102586,https://orcid.org/0009-0000-9963-0659,F T Najafi,"['F T Najafi', 'F. Najafi', 'F. T. Najafi', 'F.T. Najafi', 'Farid Najafi', 'Farshid Najafi']",22,108,5,3
A5081524985,https://orcid.org/0000-0003-4769-8082,Sonya Cressman,"['Cressman, Sonya', 'M Caruana', 'S. Cressman', 'Sonya Cressman']",60,1279,14,17
A5032397465,,B.S. Parimalam,['B.S. Parimalam'],1,9,1,1
A5055623045,,Omnia M. Taha,['Omnia M. Taha'],2,17,2,1
A5009934914,https://orcid.org/0000-0001-7098-8251,Qi Wen,"['Ila Rocha Falcão', 'Q Wen', 'Q. Wen', 'Q. wen', 'Q.S. Wen', 'Qi Wen', 'Qi wen', 'Qi, Wen', 'Qi- Wen', 'Qi-Tong Wen', 'Qi-rong Wen', 'Wen Qi', 'Wen, Qi']",198,4856,35,57
A5079201993,,Vincent T. Nguyen,"['Nguyen, Vincent T.', 'Vincent Nguyen', 'Vincent T. Nguyen']",9,20,2,6
A5102771103,,Śılvia Gonçalves,"['Goncalves, Silvia', 'Gonçalves, Silvia', 'Gonçalves, Sílvia', 'SILVIA GONÇALVES', 'Silvia Goncalves', 'Silvia Gonçalves', 'Sílvia Gonçalves', 'Sı́lvia Gonçalves', 'Śılvia Gonçalves']",74,2595,24,24
A5085664594,https://orcid.org/0000-0001-6729-1613,Diana Solomon,['Diana Solomon'],17,8,2,1
A5001354996,https://orcid.org/0000-0002-7564-5829,David Rudoler,"['D Rudoler', 'D. Rudoler', 'DAVID RUDOLER', 'David Rudoler', 'Rudoler, David']",105,1031,19,22
A5085358227,https://orcid.org/0000-0003-3524-1173,Ania S. Sergeenko,"['Ania S. Sergeenko', 'Ania Sergeenko', 'Sergeenko, Ania S.']",20,62,5,5
A5014638843,https://orcid.org/0000-0002-6807-4167,Aude-Claire Fourot,"['AUDE-CLAIRE FOUROT', 'Aude-Claire Fourot', 'Fourot, Aude-Claire', 'Fourot, Aude-Claire 1978-']",40,169,8,6
A5018087733,,Liam G. W. Johnson,"['Johnson, Liam', 'Liam G. W. Johnson']",4,20,1,1
A5025195271,https://orcid.org/0000-0002-0540-0631,Noha Atef,"['Atef, Noha', 'Noha Atef']",24,12,1,2
A5006721405,,Laureano Ralón,"['Laureano Ralon', 'Laureano Ralón']",33,37,3,8
A5092945245,,Sean K.T. Gaiesky,"['Sean K. T. Gaiesky', 'Sean K.T. Gaiesky']",4,0,0,1
A5000729511,https://orcid.org/0000-0003-4785-8998,Michael A. Irvine,"['A. Irvine, Michael', 'Irvine, Michael A.', 'M. A. Irvine', 'M. IRVINE', 'M. Irvine', 'M.A. Irvine', 'MICHAEL A. IRVINE', 'Michael A Irvine', 'Michael A. Irvine', 'Michael A. Irvine (471633)', 'Michael Irvine', 'Michael Irvine (464153)', 'Mike A Irvine', 'Mike Irvine']",152,3978,31,31
A5108387889,,Peter Bradshaw,"['Bradshaw, P', 'Bradshaw, Peter', 'P Bradshaw', 'PETER BRADSHAW', 'PETER L. BRADSHAW', 'Peter Bradshaw', 'Peter L Bradshaw', 'Peter L. Bradshaw']",254,6109,34,17
A5072566080,https://orcid.org/0000-0003-2180-0691,Archita Srivastava,"['Archita Srivastava', 'Srivastava, Archita']",22,395,7,9
A5102840195,https://orcid.org/0000-0003-0297-1479,Luke Bornn,"['Bornn, Luke', 'L. Bornn', 'Luke Bornn']",93,1363,22,9
A5032471432,https://orcid.org/0009-0003-1771-9097,Ana Sonea,"['Ana Sonea', 'Sonea Ana', 'Sonea, Ana']",21,164,7,3
A5001761578,https://orcid.org/0000-0001-7588-4910,Kevin S. Kuchinski,"['K Kuchinski', 'K. Kuchinski', 'Kevin Kuchinski', 'Kevin S Kuchinski', 'Kevin S. Kuchinski', 'Kuchinski, Kevin S.']",37,385,13,4
A5028980319,,Gates D. Byron,['Gates D. Byron'],1,0,0,1
A5094014270,https://orcid.org/0000-0001-7917-9418,Ying Liu Bazak,['Ying Liu Bazak'],2,16,2,2
A5005855234,https://orcid.org/0000-0002-6474-467X,Tsunehiko Kameda,"['Kameda, Tsunehiko', 'T Kameda', 'T. Kameda', 'TSUNEHIKO KAMEDA', 'Tsunehiko (Tiko) Kameda', 'Tsunehiko Kameda']",97,1671,20,6
A5063293678,,Sahand Najafpour,"['S. Najafpour', 'Sahand Najafpour']",8,73,3,2
A5061966437,https://orcid.org/0000-0002-2180-1849,Betty Chinda,"['Betty Chinda', 'Betty Nhuoma Chinda']",10,126,5,3
A5115402799,,Phillip Phung,['Phillip Phung'],2,7,2,1
A5040815071,,Reza Miraskarshahi,['Reza Miraskarshahi'],3,10,2,1
A5040075859,https://orcid.org/0000-0001-5978-8021,Theresa Jean Tanenbaum,"['Shmuel Shilo', 'Succession Law', 'Tanenbaum, Theresa Jean', 'Theresa J Tanenbaum', 'Theresa J. Tanenbaum', 'Theresa Jean Tanenbaum', 'Theresa Tanenbaum']",88,2744,25,9
A5085659787,https://orcid.org/0000-0003-2336-1899,Nathan Singer,['Nathan Singer'],5,11,1,2
A5082288060,,Jennifer McDermid,"['Jennifer McDermid', 'McDermid, Jennifer']",10,61,5,5
A5000773669,https://orcid.org/0000-0001-9689-9126,Julie A. Charbonneau,"['Charbonneau, Julie A.', 'Julie A Charbonneau', 'Julie A. Charbonneau', 'Julie Charbonneau']",8,81,3,4
A5110538120,,Helen Chong,"['H Chong', 'H.C. Chong', 'Helen C. Chong', 'Helen Chong', 'Helen Christina Chong', 'Ho Chong']",14,79,6,3
A5002734516,,Charles Hostovsky,['Charles Hostovsky'],9,132,5,4
A5092174964,,Parastoo Piray,"['Parastoo Piray', 'Piray, Parastoo']",4,7,1,1
A5054580904,https://orcid.org/0000-0001-6304-907X,Julian Lo,['Julian Lo'],19,335,7,1
A5049270004,https://orcid.org/0000-0003-4507-1892,Kay C. Wiese,"['K. C. Wiese', 'K.C. Wiese', 'Kay C Wiese', 'Kay C. Wiese', 'Kay Wiese', 'Wiese, K', 'Wiese, Kay C.']",91,986,16,10
A5043754594,https://orcid.org/0000-0001-5040-1855,Vinicius da Eira Silva,"['VINICIUS DA EIRA SILVA', 'Vinicius Da Eira Silva', 'Vinicius da Eira Silva', 'Vinícius da Eira Silva']",16,249,6,3
A5031615949,https://orcid.org/0000-0001-5852-9685,S. K. Luthra,"['LUTHRA, SK', 'Luthra, S', 'Luthra, S.', 'Luthra, SK', 'S K Luthra', 'S Luthra', 'S. K. LUTHRA', 'S. K. Luthra', 'S. Luthra', 'S.K Luthra', 'S.K. LUTHRA', 'S.K. Luthra', 'SK. Luthra', 'Sajinder Luthra', 'Shivam Luthra -', 'Shreya Luthra']",53,1264,16,11
A5047763957,,Patricia Gruben,['Patricia Gruben'],6,4,1,1
A5111251208,,Huyen Thu Tran,['Huyen Thu Tran'],4,20,2,5
A5085589946,,Carolyn Lesjak,"['C. Lesjak', 'CAROLYN LESJAK', 'Carolyn J. Lesjak', 'Carolyn Lesjak']",43,371,8,1
A5083353743,https://orcid.org/0000-0002-1709-4889,Neil V. Watson,"['N V Watson', 'N WATSON', 'N Watson', 'N. V. Watson', 'N. WATSON', 'N. Watson', 'N.V. Watson', 'NEIL V. WATSON', 'Neil V Watson', 'Neil V. Watson', 'Neil Watson', 'V. Watson, Neil', 'Watson, Neil', 'Watson, Neil V', 'Watson, Neil V.', 'Watson, Neil Verne']",152,3989,39,12
A5089357455,https://orcid.org/0000-0002-5987-578X,John W. Maxwell,"['J Maxwell', 'J. Maxwell', 'J. William Maxwell', 'J.W. Maxwell', 'JOHN MAXWELL', 'John Maxwell', 'John W Maxwell', 'John W. Maxwell', 'John W. S. Maxwell', 'John\xa0W. Maxwell', 'Maxwell, John', 'Maxwell, John P.', 'Maxwell, John W', 'Maxwell, John W.']",135,3461,24,17
A5001477958,https://orcid.org/0000-0003-3244-1620,Vincenzo Pecunia,"['Pecunia, V', 'Pecunia, Vincenzo', 'V. Pecunia', 'Vincenzo Pecunia']",88,4182,35,7
A5068039658,https://orcid.org/0000-0002-2980-1798,S. D. Golding,"['Golding, S. D.', 'Golding, SM', 'Golding, Suzanne D.', 'S D Golding', 'S GOLDING', 'S Golding', 'S. D. GOLDING', 'S. D. Golding', 'S. Golding', 'S.D Golding', 'S.D. Golding', 'Suzanne D Golding', 'Suzanne D. Golding', 'Suzanne Golding']",345,8451,51,10
A5063097017,https://orcid.org/0000-0001-8678-8596,Karel Hrazdil,"['Hrazdil, Karel', 'Karel Hrazdil']",76,1163,16,2
A5089810649,,Roland Case,"['Case, Roland', 'R.B. Case', 'Roland Case']",28,1127,9,3
A5057822527,https://orcid.org/0000-0001-7943-5602,Declan McKearney,"['Declan McKearney', 'McKearney, Declan']",45,136,7,3
A5064198016,,Farhaan Muhammad Khan,"['Farhaan M. Khan', 'Farhaan Muhammad Khan']",2,28,2,1
A5089173037,https://orcid.org/0000-0002-1932-2750,Brandon Reagen,"['Antonio Barbalace', 'Brandon Reagen', 'Reagen, Brandon', 'Zahra Ghodsi']",113,3771,22,17
A5083084802,https://orcid.org/0000-0002-6691-3983,Esteban Morales,"['Esteban Egaña Morales', 'Esteban Morales', 'Morales, Esteban']",64,322,9,13
A5006377483,https://orcid.org/0000-0001-8478-8939,Ilya S. Girnik,"['I. S. Girnik', 'I.S. Girnik', 'Ilya  S. Girnik', 'Ilya Girnik', 'Ilya S. Girnik']",28,632,13,4
A5103939530,,Mena Shalaby,['Mena Shalaby'],1,6,1,1
A5002945228,https://orcid.org/0000-0001-6306-9361,Christopher Rushton,"['C. K Rushton', 'C. K. Rushton', 'C. Rushton', 'C.K. Rushton', 'Christopher K Rushton', 'Christopher K. Rushton', 'Christopher Rushton', 'Luke Klossok', 'Rushton, Christopher']",64,1746,16,2
A5080670037,,Hannah McGregor,['Hannah McGregor'],55,172,7,3
A5036088981,,Karen Heisler,"['Karen G. Heisler', 'Karen Heisler']",16,90,5,2
A5050676766,https://orcid.org/0000-0003-1887-3021,Dennis Y. Chung,"['Chung, Dennis Y.', 'DENNIS Y. CHUNG', 'Dennis Chung', 'Dennis Y Chung', 'Dennis Y. Chung']",56,1874,20,6
A5005807616,https://orcid.org/0000-0002-4882-1292,Pallavi Pal,"['Pal, Pallavi', 'Pallavi Pal']",31,10,2,7
A5058695790,https://orcid.org/0000-0003-1739-3085,Alexandra M. Coates,"['A Coates', 'ALEXANDRA M. COATES', 'Alexandra Coates', 'Alexandra M Coates', 'Alexandra M. Coates', 'Coates, Alexandra M']",58,738,15,5
A5025819718,https://orcid.org/0000-0002-7439-3535,Matheus Holzbach,"['Holzbach, Matheus [UNESP]', 'Matheus Holzbach']",19,6,1,6
A5036529431,https://orcid.org/0000-0003-1945-7935,Gina S. Hahn,"['Gina S. Hahn', 'Hahn, Gina S.']",4,34,2,1
A5070682326,,Haroop K. Shergill,['Haroop K. Shergill'],2,18,1,1
A5088940878,https://orcid.org/0000-0002-6512-128X,Paul W. Percival,"['P W Percival', 'P. W. PERCIVAL', 'P. W. Percival', 'P.W Percival', 'P.W. Percival', 'PAUL W. PERCIVAL', 'Paul W Percival', 'Paul W. PERCIVAL', 'Paul W. Percival', 'Paul\u2005W. Percival', 'Percival, P.W.', 'Percival, Paul W', 'Percival, Paul W.']",161,2822,30,20
A5108773509,,Christopher L. Cahill,"['Cahill, Christopher', 'Cahill, Christopher L', 'Cahill, Christopher L.', 'Cahill, Christopher Logan', 'Christopher Cahill', 'Christopher L. Cahill']",18,176,8,5
A5109290787,,Akm Moniruzzaman,"['A Moniruzzaman', 'A. Moniruzzaman', 'A.K.M. Moniruzzaman', 'Akm Moniruzzaman', 'Moniruzzaman, A.', 'Moniruzzaman, Akm', 'Yiran E. Liu']",95,2473,32,10
A5049288121,https://orcid.org/0000-0003-2445-9900,N. Renuga Nagarajan,"['N Renuga Nagarajan', 'N. Renuga Nagarajan', 'Nagarajan, N Renuga', 'Nagarajan, N. Renuga', 'Nigel Nagarajan']",13,263,5,4
A5097605900,,J. Kozáková,"['J. Kozáková', 'Kozáková, J.']",5,11,2,4
A5101943984,https://orcid.org/0000-0003-4686-224X,Patricia M. Smith,"['Bruce Smith', 'P M Smith', 'P Smith', 'P. M. Smith', 'P. SMITH', 'P. Smith', 'P.M. Smith', 'PATRICIA M. SMITH', 'Patricia M Smith', 'Patricia M. Smith', 'Patricia Matisz Smith', 'Patricia Smith']",112,2196,24,46
A5046780135,,Rowland Lorimer,"['R Lorimer', 'Rowland Lorimer', 'Smithers']",89,286,8,5
A5029028791,,Victor Wong,"['V.L. Wong', 'Victor Wong', 'Wong, Victor']",15,646,3,3
A5074284617,,J. Barican,"['Barican, Jen', 'J. Barican', 'Jen Barican']",73,82,3,1
A5030365370,https://orcid.org/0000-0002-9012-4079,Alfons A den Broeder,"['A A Den Broeder', 'A A d. Broeder', 'A A den Broeder', 'A Broeder', 'A Den Broeder', 'A den Broeder', 'A. A den Broeder', 'A. A. den Broeder', 'A. Den Broeder', 'A. den Broeder', 'A.A. Den Broeder', 'A.A. den Broeder', 'A.\u2003A. Den Broeder', 'AA Den Broeder', 'AA den Broeder', 'ALFONS A. den BROEDER', 'Alfons A Den Broeder', 'Alfons A den Broeder', 'Alfons A. Den Broeder', 'Alfons A. den Broeder', 'Alfons A. den\xa0Broeder', 'Alfons Den Broeder', 'Alfons den Broeder', 'Alfons. A. den Broeder', 'Arndt Broeder', 'Broeder, Alfons A. Den']",353,11807,48,31
A5113364462,,Siyath Ariyaratne,['Siyath Ariyaratne'],2,1,1,1
A5082854012,https://orcid.org/0000-0001-8303-4983,Stephen M. Watt,"['S M Watt', 'S Watt', 'S. M. Watt', 'S. Watt', 'S.M. WATT', 'S.M. Watt', 'STEPHEN M. WATT', 'Stephen  M. Watt', 'Stephen M. Watt', 'Stephen Michael Watt', 'Stephen Watt', 'Watt, SM', 'Watt, Stephen', 'Watt, Stephen M.']",276,3839,27,22
A5000554715,,Rashid Barket,['Rashid Barket'],1,5,1,1
A5005506614,https://orcid.org/0000-0001-5746-4242,Xiao-Min Hu,"['X. Hu', 'X. Joan Hu', 'Xiao-Min HU', 'Xiao-Min Hu', 'Xiao-min Hu', 'Xiaomin Hu', 'Xiaomin Hu (748276)', 'Xin Liu', 'Xuliang Hu']",123,2092,20,18
A5071716739,https://orcid.org/0000-0002-6188-7173,Esma Emmioğlu Sarıkaya,"['ESMA EMMİOĞLU', 'Esma EMMİOGLU', 'Esma EMMİOGLU SARIKAYA', 'Esma EMMİOĞLU SARIKAYA', 'Esma Emmioglu', 'Esma Emmioglu Sarikaya', 'Esma Emmioglu Sarıkaya', 'Esma Emmioğlu', 'Esma Emmioğlu SARIKAYA', 'Esma Emmioğlu Sarikaya', 'Esma Emmioğlu Sarıkaya', 'Esma Emmioğlu-Sarıkaya', 'Sarıkaya, Esma']",27,604,8,3
A5046466773,https://orcid.org/0000-0001-7457-0418,Vanessa C. Fong,"['VANESSA FONG', 'Vanessa C Fong', 'Vanessa C. Fong', 'Vanessa Clarisse Fong', 'Vanessa Fong']",25,626,10,4
A5004724427,https://orcid.org/0000-0002-1739-1576,Jason Connelly,"['Connelly, John', 'Connelly,John J', 'Jason Connelly']",9,14,2,2
