sv_name,oa_name,sv_id,oa_id,similarity_score
haijuan li,cheng li,57218401984,A5100354297,56
boah kim,tae‐ho kim,57787556200,A5100452164,56
angel m kennedy,christopher j kennedy,58589358400,A5112019938,56
zhiqin chen,mo chen,57214778958,A5100387244,56
kwangjin park,youn‐il park,57188670296,A5072961887,56
nena y wang,qi wang,57208820425,A5100341251,56
long chen,yuxi chen,57202349101,A5100764265,56
jeremiah c kennedy,christopher j kennedy,56900363300,A5112019938,56
linyi li,chunmei li,57211756552,A5100427221,56
anqi a chen,mo chen,58830295700,A5100387244,56
jesse young,robert n young,57221630135,A5063566841,56
xiaohan li,cheng li,59248899100,A5100354297,56
richard li,cheng li,57888134600,A5100354297,56
zhen lisa li,jia li,59197740200,A5100405681,56
robert wang,qi wang,57987067400,A5100341251,56
yejia liu,helen liu,57205377655,A5101610756,56
kevin berry,nicole s berry,57222713464,A5062493243,56
victor y song,xiaowei song,57189496835,A5036261443,56
jeremy brown,matthew brown,55724445300,A5041724055,56
shanna my li,chunmei li,57221738372,A5100427221,55
hoyoung kim,woo soo kim,58860015500,A5000223592,55
aerin park,youn‐il park,57219005299,A5072961887,55
kijin kim,jeong‐bon kim,57223212678,A5019704910,55
xiangxiang wang,qi wang,57216315221,A5100341251,55
suyoung kim,woo soo kim,57211871654,A5000223592,55
barun kim,jeong‐bon kim,57203171282,A5019704910,55
d ma,hang ma,59203928900,A5024389928,55
calvin st wong,jennifer s wong,58555860700,A5018101953,55
warren hl wong,jennifer s wong,56818299900,A5018101953,55
shu feng,changyong feng,59477828100,A5089845667,55
xiulong liu,yan‐jun liu,55981047600,A5100349652,55
xueying zhang,hao zhang,59315530000,A5100397026,55
qingxin zhang,hao zhang,57609969300,A5100397026,55
michael cp wang,qi wang,55806545700,A5100341251,55
winfield chen,yuxi chen,57221318908,A5100764265,55
guanzhou chen,yuxi chen,57699420000,A5100764265,55
suemin lee,ki‐young lee,57222084312,A5100719654,55
chae rim lee,monica lee,57219309476,A5057346446,55
yule wang,jiacheng wang,57216771994,A5100727957,55
cameron j grant,d grant,57211079732,A5107864583,55
vivian jin,dal yong jin,57221543903,A5041172302,55
yungshan lee,monica lee,54882053400,A5057346446,55
xiaoxue liu,yan‐jun liu,57204556952,A5100349652,55
linfeng shen,kelly shen,57266965100,A5006850713,55
weiping shen,kelly shen,8984033900,A5006850713,55
victor z lau,kelvin lau,57783687700,A5064093289,55
ke li,jia li,57199453570,A5100405681,55
zenghui liu,yan‐jun liu,56599407500,A5100349652,55
sanghoon lee,monica lee,57212311772,A5057346446,55
da xu,min xu,55979490100,A5100413849,55
bingfan liu,yan‐jun liu,59487044600,A5100349652,55
jonathan w moore,margo m moore,7405239862,A5016934414,55
margo m moore,jonathan w moore,7404470908,A5070014514,55
kelley lee,daniel c lee,55540777300,A5100392989,55
kelley lee,ki‐young lee,55540777300,A5100719654,55
jiacheng chen,yuxi chen,57203151209,A5100764265,55
kelsey lee,daniel c lee,58669083900,A5100392989,55
jeongmee kim,tae‐ho kim,57218457561,A5100452164,55
kelsey lee,ki‐young lee,58669083900,A5100719654,55
johnathan wong,jennifer s wong,57216289076,A5018101953,55
danièle moore,jonathan w moore,55465414300,A5070014514,55
ke xu,min xu,56878066700,A5100413849,55
jiacheng r wang,qi wang,55878723400,A5100341251,55
liangliang wang,qi wang,52264998100,A5100341251,55
martin lee,ki‐young lee,55716885000,A5100719654,55
martin lee,daniel c lee,55716885000,A5100392989,55
kenneth liu,yan‐jun liu,57974743200,A5100349652,55
jeonghun lee,monica lee,57206734156,A5057346446,55
nicholas a scott,jamie k scott,39362313000,A5045141972,55
chenzheng li,chunmei li,59152165700,A5100427221,55
monica lee,ki‐young lee,57412158000,A5100719654,55
david l shen,kelly shen,24451155400,A5006850713,55
patricia m smith,jason r smith,57204097994,A5061800498,55
careesa chang liu,helen liu,42661778400,A5101610756,54
john c dill,lawrence m dill,7101739265,A5109295339,54
danièle moore,margo m moore,55465414300,A5016934414,54
victor wong,jennifer s wong,57219604829,A5018101953,54
jingxue feng,changyong feng,57204292684,A5089845667,54
austin t wang,jiacheng wang,58723315100,A5100727957,54
maheeppartap singh,bp singh,57225052322,A5103582429,54
lawrence m dill,john c dill,7006364690,A5109996927,54
quincy qingwen wang,qi wang,58244402500,A5100341251,54
pamela young,robert n young,56548002700,A5063566841,54
jacob jones,steven jm jones,57225877358,A5100728059,54
angela wong,jennifer s wong,58159154400,A5018101953,54
john zhijia zhang,hao zhang,58179397300,A5100397026,54
amanda r gray,bonnie l gray,58870402100,A5110354105,54
julie jones,steven jm jones,56319280200,A5100728059,54
chang-min park,youn‐il park,57195200219,A5072961887,54
wayne jones,steven jm jones,7404562890,A5100728059,54
jiangchuan jc liu,jiayi liu,59732151800,A5100370772,54
andrew r lewis,steven lewis,13204505400,A5044719058,54
tanya m brown,matthew brown,35336009100,A5041724055,54
sabrina sm lee,daniel c lee,27169595700,A5100392989,54
h henny yeung,rae s m yeung,8871485900,A5040872283,54
serena wong,jennifer s wong,57221334051,A5018101953,54
barun kim,tae‐ho kim,57203171282,A5100452164,53
pengyu liu,b liu,57204160662,A5114378471,53
pinyao liu,b liu,57703884300,A5114378471,53
chingchiu lin,qi lin,57155348500,A5102608112,53
weihua liu,helen liu,57222253228,A5101610756,53
keon ju maverick lee,monica lee,59558996300,A5057346446,53
weihua liu,b liu,57222253228,A5114378471,53
pengyu liu,jiayi liu,57204160662,A5100370772,53
baiyu li,ming li,58262011500,A5100351426,53
feng liu,yan‐jun liu,57192301448,A5100349652,53
ze liu,jiayi liu,59535375500,A5100370772,53
michelle t chan,jennifer a chan,56714593900,A5067228740,53
margaret isabel hall,peter hall,16041779300,A5018086501,53
zezhong wang,qi wang,57202051406,A5100341251,53
anjian li,chunmei li,57218566585,A5100427221,53
rachel yoonjo park,youn‐il park,58335901900,A5072961887,53
jiarui li,chunmei li,59785163100,A5100427221,53
robyn lee,kelley lee,58951232600,A5019363540,53
jan lee,ki‐young lee,57252778500,A5100719654,53
bowen chen,yuxi chen,57219506217,A5100764265,53
chenzheng li,ming li,59152165700,A5100351426,53
jian li,cheng li,58436524800,A5100354297,53
ena lee,daniel c lee,59645048800,A5100392989,53
simon ji hau wang,jiacheng wang,36496079000,A5100727957,53
luyao lin,qi lin,57194191419,A5102608112,53
xingtu liu,b liu,59424708200,A5114378471,53
xingtu liu,jiayi liu,59424708200,A5100370772,53
xingtu liu,helen liu,59424708200,A5101610756,53
minnie liu,b liu,57211461392,A5114378471,53
minnie liu,helen liu,57211461392,A5101610756,53
sieun lee,kelley lee,36644393200,A5019363540,53
sieun lee,monica lee,36644393200,A5057346446,53
shaoyi xu,min xu,55813784100,A5100413849,53
haggai liu,helen liu,57305249200,A5101610756,53
huiwen liu,b liu,57224590777,A5114378471,53
guanyu li,jia li,59390171200,A5100405681,53
huiwen liu,jiayi liu,57224590777,A5100370772,53
qinghua chen,mo chen,57992064100,A5100387244,53
daniel chonghwan lee,monica lee,57219039850,A5057346446,53
john shen,kelly shen,59331322000,A5006850713,53
maheeppartap singh,ravi chand singh,57225052322,A5047641614,53
leshun xu,min xu,57554657900,A5100413849,53
zhida li,ming li,57190841490,A5100351426,53
haggai liu,b liu,57305249200,A5114378471,53
hanyu li,ming li,57224091825,A5100351426,53
ke li,chunmei li,57199453570,A5100427221,53
wenzao li,jia li,56089546300,A5100405681,53
angelica (min hye) lee,daniel c lee,57215776540,A5100392989,53
qing liu,yan‐jun liu,56413233700,A5100349652,53
ena lee,ki‐young lee,59645048800,A5100719654,53
changan chen,mo chen,57219740329,A5100387244,53
dickson ts wong,jennifer s wong,57561093100,A5018101953,53
bradley r jones,steven jm jones,56325285700,A5100728059,53
yerin lee,kelley lee,57203855079,A5019363540,53
ying yu,hua‐zhong yu,57581006200,A5028734301,53
yerin lee,monica lee,57203855079,A5057346446,53
gem y lee,monica lee,58055605100,A5057346446,53
yuepeng wang,qi wang,57192109237,A5100341251,53
boah kim,woo soo kim,57787556200,A5000223592,53
pinyao liu,helen liu,57703884300,A5101610756,53
guanyu li,chunmei li,59390171200,A5100427221,53
chuyuan lin,feng lin,58148715300,A5101414835,53
xinzhi cao,jiguo cao,57214331129,A5062483690,53
qiu lin,feng lin,57856271800,A5101414835,53
jaeyong lee,daniel c lee,39762111800,A5100392989,52
yadvinder singh,bp singh,57206181709,A5103582429,52
emily g lim,angelica lim,59114291700,A5054803584,52
yufei wang,jiacheng wang,57222498131,A5100727957,52
chelsey lee,daniel c lee,57207257893,A5100392989,52
shaohuang chen,yuxi chen,57226542790,A5100764265,52
meehae song,xiaowei song,7401474605,A5036261443,52
haixu wang,jiacheng wang,56590132700,A5100727957,52
jessica lee,daniel c lee,58701988800,A5100392989,52
guiliang liu,yan‐jun liu,57204467338,A5100349652,52
min-hye lee,daniel c lee,57225983721,A5100392989,52
min-hye lee,ki‐young lee,57225983721,A5100719654,52
jiangchuan chuan liu,yan‐jun liu,8969748600,A5100349652,52
ruiqi wang,jiacheng wang,57792895600,A5100727957,52
elizabeth a krebs,dennis l krebs,7101809423,A5034589539,52
harsimran singh,bp singh,59114739500,A5103582429,52
sonia singh,ravi chand singh,56268594600,A5047641614,52
pyojin kim,jeong‐bon kim,59563842600,A5019704910,52
jiangchuan liu,helen liu,59061428700,A5101610756,52
wonchul lee,daniel c lee,57264775600,A5100392989,52
wonchul lee,ki‐young lee,57264775600,A5100719654,52
amber moore,jonathan w moore,57194524836,A5070014514,52
rebecca d cox,kieran cox,30467559600,A5031419507,52
vivian py lee,monica lee,58323846600,A5057346446,52
paul chi hang li,ming li,55638723000,A5100351426,52
grayson lee,daniel c lee,59137357900,A5100392989,52
keon ju lee,daniel c lee,59249485500,A5100392989,52
hanhung lee,daniel c lee,57473697300,A5100392989,52
jeong bon kim,tae‐ho kim,8304603800,A5100452164,52
tae ho kim,jeong‐bon kim,56168759700,A5019704910,52
janet lynn s moore,margo m moore,56246268300,A5016934414,52
hae-yoon kim,woo soo kim,56491905000,A5000223592,52
dennis y liu,yan‐jun liu,57203150185,A5100349652,52
chunhong liu,yan‐jun liu,57218798436,A5100349652,52
john dewey jones,steven jm jones,55636318231,A5100728059,52
andrew park,youn‐il park,57205668255,A5072961887,52
paul w jones,steven jm jones,57217388489,A5100728059,52
kennedy s chen,yuxi chen,57215129380,A5100764265,52
spencer x chen,yuxi chen,58183177400,A5100764265,52
victoria brown,matthew brown,57196052427,A5041724055,52
jong-in lee,daniel c lee,58376421300,A5100392989,52
dongmeng liu,yan‐jun liu,57202874971,A5100349652,52
yexuan song,xiaowei song,57222062145,A5036261443,52
janghyeon lee,monica lee,58374461300,A5057346446,52
justin song,xiaowei song,55568333600,A5036261443,52
lingling zhang,hao zhang,56503285300,A5100397026,52
pengpeng zhang,hao zhang,57214091117,A5100397026,52
diana m allen,george e allen,55808760900,A5006221782,52
manuela cruz,margarito martínez cruz,57409818900,A5018665681,51
mohammad hsharifzadeh amin,m h s amin,57209051505,A5112270021,50
jiuen feng,changyong feng,59152182400,A5089845667,50
cai mitsu feng,changyong feng,57723250300,A5089845667,50
charles scott,william a scott,56898175500,A5001064251,50
woo soo kim,jeong‐bon kim,17136903100,A5019704910,50
laura b jones,steven jm jones,58329027300,A5100728059,50
mitsu cai feng,changyong feng,57218800926,A5089845667,50
sanghoon lee,ki‐young lee,57212311772,A5100719654,50
ke li,ming li,57199453570,A5100351426,50
jiacheng chen,mo chen,57203151209,A5100387244,50
cydney ma,hang ma,57216502767,A5024389928,50
david sun,xiangyu sun,57225935027,A5060002954,50
kyeong-min kim,tae‐ho kim,57200325379,A5100452164,50
woochul kim,jeong‐bon kim,58658203400,A5019704910,50
z yu,hua‐zhong yu,58749078900,A5028734301,50
pyojin kim,tae‐ho kim,59563842600,A5100452164,50
jonghyeok kim,woo soo kim,58727504600,A5000223592,50
tommy kim,woo soo kim,58186749800,A5000223592,50
yuelang xu,min xu,59446862500,A5100413849,50
daniel chonghwan lee,ki‐young lee,57219039850,A5100719654,50
g gary wang,jiacheng wang,55599185800,A5100727957,50
b l liu,jiayi liu,58372717600,A5100370772,50
zenghui liu,jiayi liu,56599407500,A5100370772,50
zenghui liu,b liu,56599407500,A5114378471,50
chunmei li,jia li,55696026700,A5100405681,50
ken liu,jiayi liu,57364393000,A5100370772,50
lun li,jia li,57211233276,A5100405681,50
harman jit singh,bp singh,57210800828,A5103582429,50
jun song,xiaowei song,59277537500,A5036261443,50
paul ch li,chunmei li,59806039000,A5100427221,50
paul ch li,jia li,59806039000,A5100405681,50
karen lok yi wong,jennifer s wong,56621809700,A5018101953,50
belinda li,chunmei li,57215578322,A5100427221,50
zhida li,cheng li,57190841490,A5100354297,50
gaoyang liu,helen liu,57203062038,A5101610756,50
gaoyang liu,b liu,57203062038,A5114378471,50
robert wang,jiacheng wang,57987067400,A5100727957,50
peiwei wang,jiacheng wang,57215193390,A5100727957,50
sanghoon lee,daniel c lee,57212311772,A5100392989,50
connie kw liu,yan‐jun liu,59618465500,A5100349652,50
helena lin,qi lin,59659333500,A5102608112,50
shuxing li,jia li,55315987100,A5100405681,50
d liu,yan‐jun liu,59617524800,A5100349652,50
yungshan lee,daniel c lee,54882053400,A5100392989,50
wenzao li,ming li,56089546300,A5100351426,50
tawei liu,yan‐jun liu,56555456900,A5100349652,50
binglin li,jia li,57205368212,A5100405681,50
jiarui li,ming li,59785163100,A5100351426,50
kun liu,jiayi liu,57217039511,A5100370772,50
xin li,chunmei li,57189987947,A5100427221,50
angelica (min hye) lee,monica lee,57215776540,A5057346446,50
em g lim,angelica lim,57831947600,A5054803584,50
xiaorui li,chunmei li,56306779600,A5100427221,50
shanna my li,cheng li,57221738372,A5100354297,50
lisa lin,feng lin,56537319300,A5101414835,50
shuqi liu,yan‐jun liu,58057756500,A5100349652,50
mark lee,daniel c lee,57219825843,A5100392989,50
mark lee,ki‐young lee,57219825843,A5100719654,50
suemin lee,kelley lee,57222084312,A5019363540,50
haijuan li,chunmei li,57218401984,A5100427221,50
haijuan li,jia li,57218401984,A5100405681,50
anjian li,ming li,57218566585,A5100351426,50
xiaoxue liu,helen liu,57204556952,A5101610756,50
xiaoxue liu,b liu,57204556952,A5114378471,50
zheyuan li,chunmei li,57224822134,A5100427221,50
zheyuan li,jia li,57224822134,A5100405681,50
manyi li,cheng li,57192068082,A5100354297,50
jiayi liu,yan‐jun liu,58550253900,A5100349652,50
lily lin,feng lin,49863888400,A5101414835,50
xiulong liu,jiayi liu,55981047600,A5100370772,50
linyi li,cheng li,57211756552,A5100354297,50
xiulong liu,b liu,55981047600,A5114378471,50
kenneth liu,b liu,57974743200,A5114378471,50
guanyu li,ming li,59390171200,A5100351426,50
simon ji hau wang,qi wang,36496079000,A5100341251,50
jane sy li,chunmei li,58668755300,A5100427221,50
poppy sun,xiangyu sun,59592721600,A5060002954,50
stephen chengxi li,chunmei li,59545707900,A5100427221,50
justin long,nguyễn quang long,58292542600,A5018451341,50
beidou wang,jiacheng wang,55775560600,A5100727957,50
jonathan lee,ki‐young lee,55147369200,A5100719654,50
jonathan lee,daniel c lee,55147369200,A5100392989,50
brian li,cheng li,57203169041,A5100354297,50
xiaosu li,ming li,57225920605,A5100351426,50
xinru li,cheng li,57218939828,A5100354297,50
richard li,chunmei li,57888134600,A5100427221,50
carlos lee,kelley lee,57220892325,A5019363540,50
jessica li,chunmei li,57197841332,A5100427221,50
bingfan liu,helen liu,59487044600,A5101610756,50
fengke lin,qi lin,57212311896,A5102608112,50
eric lee,ki‐young lee,59710754100,A5100719654,50
alex cy fang,mei lan fang,57200672982,A5008149652,50
samantha m gray,bonnie l gray,57200762040,A5110354105,50
winfield chen,mo chen,57221318908,A5100387244,50
stephen d hart,michael w hart,7202601274,A5053201473,50
han cao,jiguo cao,57216440698,A5062483690,50
zhefan chen,yuxi chen,57222654013,A5100764265,50
shahrazad amin,m h s amin,58793840600,A5112270021,50
seong-hyeon park,youn‐il park,57203850725,A5072961887,50
nansheng chen,mo chen,55573104300,A5100387244,50
richard k smith,jason r smith,7410290815,A5061800498,50
william a scott,charles scott,57651636000,A5039664215,50
danyang song,xiaowei song,57205425730,A5036261443,50
christopher david webster,john webster,7201838752,A5112228279,49
brigitta r sun,xiangyu sun,57221981307,A5060002954,48
reza moradi rad,ab rad,57196880245,A5087944994,48
yuhua jin,dal yong jin,58818072100,A5041172302,48
kirk a hart,stephen d hart,57192158322,A5055395163,48
spencer x chen,mo chen,58183177400,A5100387244,48
monica ye,zuo‐guang ye,57204597588,A5029972713,48
changan chen,yuxi chen,57219740329,A5100764265,48
willow samara allen,george e allen,57210116155,A5006221782,48
grayson lee,kelley lee,59137357900,A5019363540,48
kennedy s chen,mo chen,57215129380,A5100387244,48
hanhung lee,monica lee,57473697300,A5057346446,48
min-hye lee,kelley lee,57225983721,A5019363540,48
wonchul lee,kelley lee,57264775600,A5019363540,48
gem y lee,ki‐young lee,58055605100,A5100719654,48
vivian py lee,ki‐young lee,58323846600,A5100719654,48
haggai liu,yan‐jun liu,57305249200,A5100349652,48
minjeong park,youn‐il park,57204546906,A5072961887,48
robyn lee,daniel c lee,58951232600,A5100392989,48
hyunwoo lee,kelley lee,55751730700,A5019363540,48
amy huey yi lee,kelley lee,59661104900,A5019363540,48
hsufeng lee,monica lee,55924615100,A5057346446,48
yerin lee,daniel c lee,57203855079,A5100392989,48
chaochun liu,jiayi liu,57203659208,A5100370772,48
hyunwoo lee,monica lee,55751730700,A5057346446,48
zheng john shen,kelly shen,57788453900,A5006850713,48
janghyeon lee,ki‐young lee,58374461300,A5100719654,48
hsufeng lee,kelley lee,55924615100,A5019363540,48
bingxuan liu,helen liu,58603818900,A5101610756,48
dongwoo kim,tae‐ho kim,57205207510,A5100452164,48
weina jin,dal yong jin,57188873086,A5041172302,48
woo soo kim,tae‐ho kim,17136903100,A5100452164,48
jiabin shen,kelly shen,57210415426,A5006850713,48
jeungeun song,xiaowei song,57189515572,A5036261443,48
ruth elwood martin,jack martin,20734292200,A5061285579,48
connie yu,hua‐zhong yu,57208742908,A5028734301,48
lawrence h kim,woo soo kim,56742755100,A5000223592,48
jiangchuan chuan liu,jiayi liu,8969748600,A5100370772,48
freddie kim,tae‐ho kim,59458558600,A5100452164,48
pyojin kim,woo soo kim,59563842600,A5000223592,48
woochul kim,tae‐ho kim,58658203400,A5100452164,48
suyoung kim,tae‐ho kim,57211871654,A5100452164,48
jiahui feng,changyong feng,58311653000,A5089845667,48
junwei sun,xiangyu sun,57191975948,A5060002954,48
hongwen chen,yuxi chen,58666893100,A5100764265,48
chelsey lee,monica lee,57207257893,A5057346446,48
z m wang,jiacheng wang,55719869100,A5100727957,48
jessica lee,kelley lee,58701988800,A5019363540,48
weihua liu,yan‐jun liu,57222253228,A5100349652,48
z john shen,kelly shen,58290657600,A5006850713,48
alison yueh li,ming li,56039303800,A5100351426,48
arita li liu,helen liu,57200987873,A5101610756,48
ze liu,yan‐jun liu,59535375500,A5100349652,47
keon ju maverick lee,kelley lee,59558996300,A5019363540,47
feng liu,jiayi liu,57192301448,A5100370772,47
jing li,chunmei li,57216939987,A5100427221,47
jan lee,kelley lee,57252778500,A5019363540,47
chunmei li,ming li,55696026700,A5100351426,47
dennis y liu,b liu,57203150185,A5114378471,47
chunhong liu,b liu,57218798436,A5114378471,47
jaspreet singh,ravi chand singh,57209207252,A5047641614,47
christine a bishop,elizabeth bishop,7202946338,A5111051453,47
jessica li,ming li,57197841332,A5100351426,47
jane sy li,ming li,58668755300,A5100351426,47
richard li,ming li,57888134600,A5100351426,47
anjian li,cheng li,57218566585,A5100354297,47
luyao lin,feng lin,57194191419,A5101414835,47
chuyuan lin,qi lin,58148715300,A5102608112,47
guanyu li,cheng li,59390171200,A5100354297,47
zixuan li,cheng li,57225184392,A5100354297,47
dongmeng liu,b liu,57202874971,A5114378471,47
jiyuan li,cheng li,57226157890,A5100354297,47
zheyuan li,ming li,57224822134,A5100351426,47
william wl wong,jennifer s wong,56842018200,A5018101953,47
chaochun liu,b liu,57203659208,A5114378471,47
cai (mitsu) feng,changyong feng,59173501800,A5089845667,47
xiaorui li,ming li,56306779600,A5100351426,47
arita li liu,b liu,57200987873,A5114378471,47
guiliang liu,b liu,57204467338,A5114378471,47
jian li,chunmei li,58436524800,A5100427221,47
howard anthony chan,jennifer a chan,7403402211,A5067228740,47
rachel wong,jennifer s wong,57214449349,A5018101953,46
sabrina sm lee,ki‐young lee,27169595700,A5100719654,46
rui ma,hang ma,56317141300,A5024389928,46
jesse scott,william a scott,55790236900,A5001064251,46
paul chi hang li,chunmei li,55638723000,A5100427221,46
rebekah hy lee,daniel c lee,57221940572,A5100392989,46
rebekah hy lee,ki‐young lee,57221940572,A5100719654,46
sandra wong,jennifer s wong,57190034594,A5018101953,46
ahamad besharati rad,ab rad,7005277683,A5087944994,46
heng li,jia li,57419438300,A5100405681,46
kahung wong,jennifer s wong,56294067200,A5018101953,46
willow samara allen,ryan w allen,57210116155,A5039444427,45
nansheng chen,yuxi chen,55573104300,A5100764265,45
chae rim lee,kelley lee,57219309476,A5019363540,45
suemin lee,daniel c lee,57222084312,A5100392989,45
carlos lee,ki‐young lee,57220892325,A5100719654,45
nelson lee,ki‐young lee,57974923900,A5100719654,45
carlos lee,daniel c lee,57220892325,A5100392989,45
zining mao,z morley mao,59462097200,A5003217329,45
fenggen yu,hua‐zhong yu,57195302065,A5028734301,45
frank js lee,kelley lee,23484073300,A5019363540,45
min-suk kim,woo soo kim,58770590200,A5000223592,45
yungshan lee,kelley lee,54882053400,A5019363540,45
taeil kim,jeong‐bon kim,57205700445,A5019704910,45
yuzhen mao,z morley mao,58034742000,A5003217329,45
stephen yu,hua‐zhong yu,57189311081,A5028734301,45
tommy kim,jeong‐bon kim,58186749800,A5019704910,45
zhen lisa li,chunmei li,59197740200,A5100427221,45
jeonghun lee,kelley lee,57206734156,A5019363540,45
connie kw liu,helen liu,59618465500,A5101610756,45
frank js lee,monica lee,23484073300,A5057346446,45
connie kw liu,jiayi liu,59618465500,A5100370772,45
david long,nguyễn quang long,57236120200,A5018451341,44
shanna my li,jia li,57221738372,A5100405681,44
amy huey yi lee,ki‐young lee,59661104900,A5100719654,44
jane sy li,cheng li,58668755300,A5100354297,44
brian li,chunmei li,57203169041,A5100427221,44
xinru li,chunmei li,57218939828,A5100427221,44
angelica (min hye) lee,kelley lee,57215776540,A5019363540,44
henry wj lin,qi lin,56159860200,A5102608112,44
baiyu li,chunmei li,58262011500,A5100427221,44
lawrence h kim,jeong‐bon kim,56742755100,A5019704910,44
b l liu,yan‐jun liu,58372717600,A5100349652,44
angel my lin,qi lin,56444693800,A5102608112,44
qiushi lin,feng lin,58481182500,A5101414835,44
shaun p wong,jennifer s wong,56991869300,A5018101953,44
jiayi liu,helen liu,58550253900,A5101610756,44
linda c li,cheng li,7501443732,A5100354297,44
anthony chan,jennifer a chan,56250973100,A5067228740,44
jessica li,cheng li,57197841332,A5100354297,44
benjamin ma,hang ma,58746024100,A5024389928,44
connie kw liu,b liu,59618465500,A5114378471,44
amy huei yi lee,daniel c lee,55477263200,A5100392989,44
amy huei yi lee,ki‐young lee,55477263200,A5100719654,44
keon ju maverick lee,daniel c lee,59558996300,A5100392989,44
amy huey yi lee,daniel c lee,59661104900,A5100392989,44
keon ju maverick lee,ki‐young lee,59558996300,A5100719654,44
prophecy sun,xiangyu sun,57190403711,A5060002954,43
careesa chang liu,yan‐jun liu,42661778400,A5100349652,43
melanie lee,ki‐young lee,57191731525,A5100719654,43
taeyoung kim,woo soo kim,57198491843,A5000223592,43
xiangbo mao,z morley mao,55925749200,A5003217329,43
jonghyeok kim,tae‐ho kim,58727504600,A5100452164,43
cheng li,jia li,57208500706,A5100405681,43
arita li liu,yan‐jun liu,57200987873,A5100349652,43
amy wiebe lau,kelvin lau,57828380800,A5064093289,43
chelsey lee,ki‐young lee,57207257893,A5100719654,43
janghyeon lee,kelley lee,58374461300,A5019363540,43
wing yin venus lau,kelvin lau,57216796359,A5064093289,43
hsufeng lee,daniel c lee,55924615100,A5100392989,43
like ma,hang ma,57211801554,A5024389928,43
grayson lee,ki‐young lee,59137357900,A5100719654,43
hannah m hall,peter hall,57755790100,A5018086501,43
vivian py lee,kelley lee,58323846600,A5019363540,43
hyunwoo lee,daniel c lee,55751730700,A5100392989,43
zhi yih lim,angelica lim,57215605423,A5054803584,43
jessica lee,ki‐young lee,58701988800,A5100719654,43
chaeri kim,jeong‐bon kim,59103083900,A5019704910,43
jeongmee kim,woo soo kim,57218457561,A5000223592,43
richard jones,steven jm jones,57217100215,A5100728059,43
yongsen mao,z morley mao,57567008600,A5003217329,43
min-suk kim,jeong‐bon kim,58770590200,A5019704910,42
freddie kim,jeong‐bon kim,59458558600,A5019704910,42
kijin kim,tae‐ho kim,57223212678,A5100452164,42
tingan li,chunmei li,57210262931,A5100427221,42
frank js lee,ki‐young lee,23484073300,A5100719654,42
jeonghun lee,daniel c lee,57206734156,A5100392989,42
wenzao li,chunmei li,56089546300,A5100427221,42
jeehye christine kim,jeong‐bon kim,56671161000,A5019704910,42
sabrina sm lee,monica lee,27169595700,A5057346446,42
rebekah hy lee,monica lee,57221940572,A5057346446,42
xiaosu li,chunmei li,57225920605,A5100427221,42
jiyuan li,chunmei li,57226157890,A5100427221,42
chae rim lee,ki‐young lee,57219309476,A5100719654,42
chae rim lee,daniel c lee,57219309476,A5100392989,42
shanna my li,ming li,57221738372,A5100351426,42
jiangchuan liu,b liu,59061428700,A5114378471,42
zhen lisa li,ming li,59197740200,A5100351426,42
zixuan li,chunmei li,57225184392,A5100427221,42
anny kim,woo soo kim,58090502900,A5000223592,42
steven w jin,dal yong jin,57192099460,A5041172302,42
michael pin chuan lin,feng lin,57200993050,A5101414835,41
jiangchuan chuan liu,helen liu,8969748600,A5101610756,41
barun kim,woo soo kim,57203171282,A5000223592,40
kelley lee,monica lee,55540777300,A5057346446,40
taeil kim,woo soo kim,57205700445,A5000223592,40
kijin kim,woo soo kim,57223212678,A5000223592,40
rachelle a yu,hua‐zhong yu,57224816504,A5028734301,40
cindy yu,hua‐zhong yu,58917527200,A5028734301,40
alison yueh li,jia li,56039303800,A5100405681,40
amy huei yi lee,kelley lee,55477263200,A5019363540,40
stephen chengxi li,ming li,59545707900,A5100351426,40
kenneth liu,jiayi liu,57974743200,A5100370772,40
martin lee,kelley lee,55716885000,A5019363540,40
jiaxing li,chunmei li,58555571700,A5100427221,40
qingcan li,chunmei li,57205694562,A5100427221,40
edward j park,youn‐il park,7402224891,A5072961887,40
xiaohan li,chunmei li,59248899100,A5100427221,40
linda c li,chunmei li,7501443732,A5100427221,40
kelsey lee,monica lee,58669083900,A5057346446,40
amy huey yi lee,monica lee,59661104900,A5057346446,40
kyeong-min kim,woo soo kim,57200325379,A5000223592,40
jeehye christine kim,tae‐ho kim,56671161000,A5100452164,40
binglin li,chunmei li,57205368212,A5100427221,40
kevin ye,zuo‐guang ye,57204811060,A5029972713,40
daniel chonghwan lee,kelley lee,57219039850,A5019363540,40
amy huei yi lee,monica lee,55477263200,A5057346446,40
monica lee,kelley lee,57412158000,A5019363540,40
zoe long,nguyễn quang long,57204725472,A5018451341,40
jeehye christine kim,woo soo kim,56671161000,A5000223592,39
jong-in lee,kelley lee,58376421300,A5019363540,38
rickie ma,hang ma,59458889300,A5024389928,38
hanhung lee,kelley lee,57473697300,A5019363540,38
dongmeng liu,jiayi liu,57202874971,A5100370772,38
baiyu li,cheng li,58262011500,A5100354297,38
chunhong liu,jiayi liu,57218798436,A5100370772,38
min-suk kim,tae‐ho kim,58770590200,A5100452164,38
chaeri kim,woo soo kim,59103083900,A5000223592,38
careesa chang liu,jiayi liu,42661778400,A5100370772,38
