index,sv_name,oa_name,sv_id,oa_id,similarity_score
30,benjamin anderson,gail s anderson,57373810700,A5046194198,69
1557,hao richard zhang,hao zhang,55685656900,A5100397026,69
1483,xiaogang wang,jiacheng wang,57206601221,A5100727957,69
1170,julia h smith,jason r smith,57199012787,A5061800498,69
63,jordan brubacher,jeffrey r brubacher,57212676312,A5075496142,69
1294,cassidy ar smith,jason r smith,57222201926,A5061800498,69
1498,jonathan f williams,vance e williams,57217554285,A5010948237,69
339,danielle v harris,andrew b harris,55503085900,A5011644095,69
1324,emily m thornton,allen e thornton,57211992541,A5018971948,69
1430,xiaoying wang,jiacheng wang,57221799820,A5100727957,69
1406,heather williams,vance e williams,57657094200,A5010948237,69
152,rimika chaudhury,sidhartha chaudhury,57210733942,A5089946703,69
15,leif stefan anderson,gail s anderson,57220763731,A5046194198,69
431,jonghyeok kim,jeong‐bon kim,58727504600,A5019704910,69
1533,erik m young,robert n young,57204013252,A5063566841,69
1102,evan macdonald,margaret macdonald,57204080026,A5034867632,69
198,james carter,allison carter,57430332400,A5076004104,69
1224,cameron scott,jamie k scott,57213693372,A5045141972,69
1334,david c thompson,sarah k thompson,57966537000,A5038186298,69
1328,peter r thompson,sarah k thompson,57205651253,A5038186298,69
1201,nicholas a scott,charles scott,39362313000,A5039664215,69
1111,kyle macdonald,margaret macdonald,58770007400,A5034867632,69
168,stacey copeland,colin copeland,57203925185,A5052851310,69
261,lloyd t elliott,john e elliott,48662120400,A5076714348,69
1226,cameron scott,charles scott,57213693372,A5039664215,69
1119,paul macdonald,margaret macdonald,58573429900,A5034867632,69
1486,renjie wang,qi wang,57220783660,A5100341251,67
307,darren r grant,d grant,35427036600,A5107864583,67
1003,jessica lee,monica lee,58701988800,A5057346446,67
503,sieun lee,ki‐young lee,36644393200,A5100719654,67
988,ken liu,b liu,57364393000,A5114378471,67
522,chunmei li,cheng li,55696026700,A5100354297,67
1184,weiran sun,xiangyu sun,41862484700,A5060002954,67
912,mark lee,monica lee,57219825843,A5057346446,67
312,cameron j grant,darren grant,57211079732,A5031508239,67
556,tingan li,jia li,57210262931,A5100405681,67
1241,weilian song,xiaowei song,57203210763,A5036261443,67
183,anqi chen,yuxi chen,57219394662,A5100764265,67
566,yungshan lee,ki‐young lee,54882053400,A5100719654,67
1015,jing li,cheng li,57216939987,A5100354297,67
985,ze liu,helen liu,59535375500,A5101610756,67
717,jong-in lee,monica lee,58376421300,A5057346446,67
1387,hannah v watkins,g d watkins,57211912574,A5109056508,67
1499,z m wang,qi wang,55719869100,A5100341251,67
1589,jiarui zhang,hao zhang,58484470900,A5100397026,67
214,aotian chen,mo chen,59352990300,A5100387244,67
976,jacob loftus,joseph c loftus,59532629300,A5103252276,67
1496,yue wang,qi wang,7601513640,A5100341251,67
1273,jesse scott,jamie k scott,55790236900,A5045141972,67
1038,d mori,greg mori,56779709600,A5110713539,67
481,cheng li,chunmei li,57208500706,A5100427221,67
1563,zhilin zhang,hao zhang,57195335713,A5100397026,67
223,jing chen,yuxi chen,55049017000,A5100764265,67
1609,rui zhang,hao zhang,57445736500,A5100397026,67
9,douglas w allen,ryan w allen,7404328223,A5039444427,67
1602,jie zhang,hao zhang,56420749300,A5100397026,67
1307,alison shaw,chris shaw,56375618200,A5040961656,67
1318,jenifer l thewalt,m l w thewalt,6603791310,A5078132551,67
1464,peiwei wang,qi wang,57215193390,A5100341251,67
910,yilin liu,jiayi liu,57220551288,A5100370772,67
1459,yanbin wang,qi wang,59773982900,A5100341251,67
1463,jf williams,vance e williams,57213047389,A5010948237,67
577,shuxing li,cheng li,55315987100,A5100354297,67
369,emanuel krebs,dennis l krebs,56338995600,A5034589539,67
908,yilin liu,helen liu,57220551288,A5101610756,67
300,kristen l gray,bonnie l gray,57216797712,A5110354105,67
1300,reagan c smith,jason r smith,57224678034,A5061800498,67
1058,da ma,hang ma,55992234300,A5024389928,67
123,imin chen,yuxi chen,35306560600,A5100764265,67
174,xiaoban chen,yuxi chen,57218999689,A5100764265,67
970,helena lin,feng lin,59659333500,A5101414835,67
956,xilan liu,jiayi liu,58744569600,A5100370772,67
169,yizhou chen,mo chen,57382729000,A5100387244,67
150,liang cao,jiguo cao,57467068800,A5062483690,67
1367,simonw p watkins,g d watkins,57203069353,A5109056508,67
792,xiaosu li,jia li,57225920605,A5100405681,67
1417,zhengqing wang,qi wang,58864775700,A5100341251,67
1542,edgar c young,robert n young,7401838992,A5063566841,67
1118,lainey martin,jack martin,58951067900,A5061285579,67
1573,yijuan zhang,hao zhang,56066618800,A5100397026,67
1408,xinglu wang,jiacheng wang,58653787300,A5100727957,67
1572,yanyan zhang,hao zhang,58669484300,A5100397026,67
226,yue chen,mo chen,57216638641,A5100387244,67
282,bill t fischer,alain fischer,57221564747,A5029004287,67
1105,ankun ma,hang ma,57376116300,A5024389928,67
1110,alison j moore,margo m moore,58916532200,A5016934414,67
427,kyeong-min kim,jeong‐bon kim,57200325379,A5019704910,67
1439,xin wang,jiacheng wang,58097854500,A5100727957,67
388,dongwoo kim,jeong‐bon kim,57205207510,A5019704910,67
109,jeremy im carpendale,sheelagh carpendale,6602137442,A5012561411,67
1080,amber moore,margo m moore,57194524836,A5016934414,67
263,marina c elliott,john e elliott,55837840200,A5076714348,67
1449,zhe wang,jiacheng wang,59560883400,A5100727957,67
1331,stevie thompson,j r thompson,57220785307,A5102732555,67
202,maggie chen,mo chen,35314590800,A5100387244,67
266,zhenman fang,mei lan fang,38361266400,A5008149652,67
229,j chen,yuxi chen,58745556500,A5100764265,67
615,xin li,jia li,57189987947,A5100405681,67
1448,zhe wang,qi wang,59560883400,A5100341251,67
625,kun liu,yan‐jun liu,57217039511,A5100349652,67
1326,james thompson,sarah k thompson,57383215700,A5038186298,67
623,kun liu,b liu,57217039511,A5114378471,67
1341,richard t vaughan,rodney g vaughan,14632627000,A5078752648,67
954,xilan liu,helen liu,58744569600,A5101610756,67
1077,m s martin,jack martin,57223122081,A5061285579,67
1140,pei pei,jian pei,58830173600,A5062247330,67
310, grant,darren grant,59739987300,A5031508239,67
50,benjamin britton,robert britton,25643888600,A5014010162,67
1511,chi xu,min xu,56460553100,A5100413849,67
1476,tessa williams,vance e williams,59135267800,A5010948237,67
540,melanie lee,monica lee,57191731525,A5057346446,67
539,melanie lee,kelley lee,57191731525,A5019363540,67
162,shuo chen,yuxi chen,57842429100,A5100764265,67
480,cheng li,ming li,57208500706,A5100351426,67
128,lei chen,mo chen,56612496600,A5100387244,67
1275,jesse scott,charles scott,55790236900,A5039664215,67
1501,tao wang,qi wang,55949122700,A5100341251,67
1580,yuxuan zhang,hao zhang,57732522100,A5100397026,67
1577,zhongchen zhang,hao zhang,57211522444,A5100397026,67
7,sean c anderson,gail s anderson,25930284300,A5046194198,67
1597,zidong zhang,hao zhang,57951956700,A5100397026,67
1596,yutian zhang,hao zhang,57215863345,A5100397026,67
1610,lin zhang,hao zhang,59814155200,A5100397026,67
1590,jiajie zhang,hao zhang,58659062200,A5100397026,67
1380,shijia wang,jiacheng wang,57203011980,A5100727957,67
1584,yanshu zhang,hao zhang,58538506600,A5100397026,67
1608,xin zhang,hao zhang,56591076800,A5100397026,67
1379,shijia wang,qi wang,57203011980,A5100341251,67
770,ivan lau,kelvin lau,59433616000,A5064093289,67
1377,beidou wang,qi wang,55775560600,A5100341251,67
706,zheyuan li,cheng li,57224822134,A5100354297,67
1543,peter j young,robert n young,58158963700,A5063566841,67
1569,lishen zhang,hao zhang,57197774098,A5100397026,67
703,manyi li,ming li,57192068082,A5100351426,67
798,brian li,ming li,57203169041,A5100351426,67
800,wei li,jia li,57209238379,A5100405681,67
1407,xinglu wang,qi wang,58653787300,A5100341251,67
1570,fuyang zhang,hao zhang,57219650380,A5100397026,67
1571,jin zhang,hao zhang,56652361000,A5100397026,67
1424,yitong wang,jiacheng wang,59662621300,A5100727957,67
1423,yitong wang,qi wang,59662621300,A5100341251,67
157,tian chen,yuxi chen,57220043419,A5100764265,67
809,wonchul lee,monica lee,57264775600,A5057346446,67
666,linyi li,ming li,57211756552,A5100351426,67
1433,mengyi wang,qi wang,58867040100,A5100341251,67
1434,mengyi wang,jiacheng wang,58867040100,A5100727957,67
841,eric lee,monica lee,59710754100,A5057346446,67
1451,kenneth ck wong,jennifer s wong,57201989467,A5018101953,67
614,tawei liu,jiayi liu,56555456900,A5100370772,67
74,ethan brown,matthew brown,59467571400,A5041724055,67
1522,linwan xu,min xu,57434684800,A5100413849,67
859,zixuan li,jia li,57225184392,A5100405681,67
822,xinru li,ming li,57218939828,A5100351426,67
1428,keelan p watkins,g d watkins,55751438500,A5109056508,67
791,yihan lin,qi lin,58184442400,A5102608112,67
1418,zhengqing wang,jiacheng wang,58864775700,A5100727957,67
44,jessica bouchard,martin bouchard,57190967389,A5103242379,65
1116,deby mcintosh,anthony r mcintosh,57218189453,A5050825978,65
1405,joshua d wright,stephen c wright,57190386017,A5042007466,65
1220,gabriela aceves sepúlveda,sergio a sepúlveda,57196318181,A5036506208,65
1190,sergio andrés sepúlveda,g sepúlveda,8694415200,A5003757835,65
448,ian j kennedy,christopher j kennedy,57195586827,A5112019938,65
90,habib sadat chaudhury,sidhartha chaudhury,9039040400,A5089946703,65
1390,erin lori williams,vance e williams,57346112600,A5010948237,65
1084,rebecca a macdonald,margaret macdonald,57191885835,A5034867632,65
1332,stevie thompson,sarah k thompson,57220785307,A5038186298,65
1581,yanqing zhang,hao zhang,58250313900,A5100397026,64
1491,peiling wang,jiacheng wang,55718418500,A5100727957,64
1251,jaspreet singh,bp singh,57209207252,A5103582429,64
1489,xiaolei wang,jiacheng wang,58527206800,A5100727957,64
334,amy harris,andrew b harris,57668675700,A5011644095,64
1249,xiaohao sun,xiangyu sun,57902600900,A5060002954,64
1397,zezhong wang,jiacheng wang,57202051406,A5100727957,64
1153,yejin park,youn‐il park,59586745100,A5072961887,64
1148,kilim park,youn‐il park,59155485000,A5072961887,64
1583,jianqiu zhang,hao zhang,57234148200,A5100397026,64
1291,deanna em smith,jason r smith,57233205500,A5061800498,64
175,john calvert,andrew j calvert,56719213100,A5030736348,64
1237,alex k smith,jason r smith,57214307868,A5061800498,64
1238,william a scott,jamie k scott,57651636000,A5045141972,64
562,gaoyang liu,yan‐jun liu,57203062038,A5100349652,64
1299,ian y song,xiaowei song,17345491900,A5036261443,64
1468,rina wang,jiacheng wang,59537723600,A5100727957,64
172,calvin craig,lisa craig,57198036925,A5068113418,64
1420,mengqin wang,jiacheng wang,58118977100,A5100727957,64
1383,michael cp wang,jiacheng wang,55806545700,A5100727957,64
405,hae-yoon kim,jeong‐bon kim,56491905000,A5019704910,64
406,hae-yoon kim,tae‐ho kim,56491905000,A5100452164,64
1372,yuepeng wang,jiacheng wang,57192109237,A5100727957,64
1410,xiangxiang wang,jiacheng wang,57216315221,A5100727957,64
782,jonathan lee,monica lee,55147369200,A5057346446,64
1374,jeremy d wong,jennifer s wong,35390063600,A5018101953,64
1599,guojuan zhang,hao zhang,57191914913,A5100397026,64
636,jiangchuan liu,yan‐jun liu,59061428700,A5100349652,64
839,nelson lee,daniel c lee,57974923900,A5100392989,64
264,keenan elliott,john e elliott,58661178300,A5076714348,64
1356,liangliang wang,jiacheng wang,52264998100,A5100727957,64
1222,stephen j smith,jason r smith,55702263100,A5061800498,64
1260,william shen,kelly shen,57210853308,A5006850713,64
1196,jamie k scott,william a scott,57206879375,A5001064251,64
290,gerhard gries,regine gries,7006196798,A5113549037,64
286,carmen feng,changyong feng,59680719500,A5089845667,64
462,deborah v kelly,barry c kelly,7403137454,A5077116272,64
1242,brian stewart,heather stewart,57079535100,A5062879863,64
1268,wenqian sun,xiangyu sun,59225858600,A5060002954,64
1163,claire robson,arthur j robson,36708623300,A5032114320,64
1283,amritpal singh,bp singh,58730521700,A5103582429,64
997,monica lee,daniel c lee,57412158000,A5100392989,64
390,dongwoo kim,woo soo kim,57205207510,A5000223592,64
72,adnan azam bhatti,asim bhatti,59550144300,A5040015457,64
77,tom brown,matthew brown,57225808826,A5041724055,64
1112,jodie l martin,jack martin,56210958800,A5061285579,64
1098,richard a moore,margo m moore,56696653600,A5016934414,64
117,amy yo sue chen,mo chen,57209310043,A5100387244,64
417,woochul kim,woo soo kim,58658203400,A5000223592,64
385,taeyoung kim,jeong‐bon kim,57198491843,A5019704910,64
1607,zhe george zhang,hao zhang,57216960787,A5100397026,64
923,yan lim,angelica lim,58546087400,A5054803584,63
569,pengyu liu,helen liu,57204160662,A5101610756,63
1305,meng sun,xiangyu sun,57578986800,A5060002954,63
173,xiaoban chen,mo chen,57218999689,A5100387244,63
446,tommy kim,tae‐ho kim,58186749800,A5100452164,63
1071,xiaoqiang ma,hang ma,36930770600,A5024389928,63
960,weihua liu,jiayi liu,57222253228,A5100370772,63
121,rosemary claire collard,mark collard,50561130300,A5053375554,63
1564,peng zhang,hao zhang,56963027800,A5100397026,63
211,aimin chen,yuxi chen,55447267000,A5100764265,63
217,hongwen chen,mo chen,58666893100,A5100387244,63
755,minnie liu,jiayi liu,57211461392,A5100370772,63
1490,peiling wang,qi wang,55718418500,A5100341251,63
1001,jan lee,daniel c lee,57252778500,A5100392989,63
1488,xiaolei wang,qi wang,58527206800,A5100341251,63
878,ming yu lin,feng lin,57828636300,A5101414835,63
1256,sonia singh,bp singh,56268594600,A5103582429,63
256,siying duan,jun duan,57212346127,A5072983949,63
225,zhihao cao,jiguo cao,57713421400,A5062483690,63
201,jiaqi chen,yuxi chen,58018476700,A5100764265,63
1265,tony shen,kelly shen,58101663500,A5006850713,63
864,robyn lee,monica lee,58951232600,A5057346446,63
870,haggai liu,jiayi liu,57305249200,A5100370772,63
68,scott e bernstein,daniel m bernstein,55966833000,A5078816085,63
197,ziniu chen,yuxi chen,57432972100,A5100764265,63
1358,jiannan wang,qi wang,38863309000,A5100341251,63
154,qimin chen,yuxi chen,57382754500,A5100764265,63
777,gem y lee,kelley lee,58055605100,A5019363540,63
149,maeve cyr,dianne cyr,57206410778,A5111411523,63
1540,yang yu,hua‐zhong yu,57197518788,A5028734301,63
680,pinyao liu,jiayi liu,57703884300,A5100370772,63
8,douglas w allen,george e allen,7404328223,A5006221782,62
265,benedikt fischer,alain fischer,56603004800,A5029004287,62
1197,jamie k scott,charles scott,57206879375,A5039664215,62
760,linda c li,jia li,7501443732,A5100405681,62
1536,nathan young,robert n young,57207105229,A5063566841,62
119,ying chen,mo chen,56040387500,A5100387244,62
1143,alison l palmer,patrick palmer,57195211394,A5090621082,62
20,joshua m allen,ryan w allen,57754793200,A5039444427,62
27,george e allen,ryan w allen,58420270400,A5039444427,62
28,ryan w allen,george e allen,57203292425,A5006221782,62
764,qingcan li,jia li,57205694562,A5100405681,62
182,anqi chen,mo chen,57219394662,A5100387244,62
306,mackenzie graves,michael f graves,59539405400,A5001443059,62
73,malcolm brown,matthew brown,57220917282,A5041724055,62
1205,charles scott,jamie k scott,56898175500,A5045141972,62
156,tian chen,mo chen,57220043419,A5100387244,62
102,mo chen,yuxi chen,57007331200,A5100764265,62
1363,fangxing wang,jiacheng wang,57201917282,A5100727957,62
785,xiaohan li,jia li,59248899100,A5100405681,62
1100,ziyuan ma,hang ma,57225982687,A5024389928,62
1550,sherry young,robert n young,57824709500,A5063566841,62
547,belinda li,jia li,57215578322,A5100405681,62
850,bingfan liu,b liu,59487044600,A5114378471,62
1020,lun li,ming li,57211233276,A5100351426,62
512,eric lin,feng lin,36921090100,A5101414835,62
624,kun liu,helen liu,57217039511,A5101610756,62
1336,brittni thompson,sarah k thompson,57216850907,A5038186298,62
1021,lun li,chunmei li,57211233276,A5100427221,62
833,hanyu li,cheng li,57224091825,A5100354297,62
509,b l liu,helen liu,58372717600,A5101610756,62
1010,anna lin,feng lin,59464151500,A5101414835,62
1506,yang wang,qi wang,57218475801,A5100341251,62
1023,ke li,cheng li,57199453570,A5100354297,62
1503,stephanie wong,jennifer s wong,57193543860,A5018101953,62
222,jing chen,mo chen,55049017000,A5100387244,62
212,yuxi chen,mo chen,59549734700,A5100387244,62
714,lisette lockhart,richard lockhart,57212017911,A5035238514,62
231,gang chen,mo chen,57198649249,A5100387244,62
1292,bara singh,ravi chand singh,57200378048,A5047641614,62
949,feng liu,b liu,57192301448,A5114378471,62
1219,lisa shapiro,stanley j shapiro,52964512900,A5027605617,62
589,qing liu,b liu,56413233700,A5114378471,62
1456,yule wang,qi wang,57216771994,A5100341251,62
896,stephen chengxi li,cheng li,59545707900,A5100354297,62
921,jiyuan li,ming li,57226157890,A5100351426,62
60,sophie borwein,jonathan m borwein,57203476618,A5088720034,62
55,brittany bingham,derek bingham,56072429500,A5060689409,62
861,zixuan li,ming li,57225184392,A5100351426,62
872,jane sy li,jia li,58668755300,A5100405681,62
1453,isabella wang,jiacheng wang,57225188499,A5100727957,62
1447,jacqueline n watson,neil v watson,7404155073,A5083353743,62
944,weijie lin,qi lin,57225094561,A5102608112,62
1474,feng wang,qi wang,59815240100,A5100341251,62
434,tyler t kelly,barry c kelly,57216763095,A5077116272,62
1092,michaela martin,jack martin,55782570100,A5061285579,62
1254,jordan stewart,heather stewart,57203857150,A5062879863,62
1258,sukhman singh,ravi chand singh,57309134500,A5047641614,62
803,wei li,chunmei li,57209238379,A5100427221,62
802,wei li,ming li,57209238379,A5100351426,62
816,richard li,jia li,57888134600,A5100405681,62
660,xiaorui li,jia li,56306779600,A5100405681,62
1104,rhiannon c moore,margo m moore,57211922024,A5016934414,62
1103,rhiannon c moore,jonathan w moore,57211922024,A5070014514,62
1517,michael xu,min xu,58565166900,A5100413849,62
1519,linghao xu,min xu,57223724983,A5100413849,62
1505,jennifer wang,jiacheng wang,55833173500,A5100727957,62
901,keon ju lee,ki‐young lee,59249485500,A5100719654,61
1221,gabriela aceves sepúlveda,g sepúlveda,57196318181,A5003757835,61
905,hyunwoo lee,ki‐young lee,55751730700,A5100719654,61
1137,hansol park,youn‐il park,57214123031,A5072961887,61
1399,yizhi wang,jiacheng wang,57200661953,A5100727957,61
718,jong-in lee,ki‐young lee,58376421300,A5100719654,61
76,sean brown,matthew brown,57543086500,A5041724055,61
64,peter b borwein,jonathan m borwein,7005219402,A5088720034,61
695,chaochun liu,yan‐jun liu,57203659208,A5100349652,61
16,shelbie f anderson,gail s anderson,57207959600,A5046194198,61
1422,fenqi wang,jiacheng wang,57212385020,A5100727957,61
1547,paul yeung,rae s m yeung,57203989505,A5040872283,61
1370,bixia wang,jiacheng wang,57205341535,A5100727957,61
466,bingxuan liu,yan‐jun liu,58603818900,A5100349652,61
453,seyeon kim,jeong‐bon kim,57817056000,A5019704910,61
1329,samantha henrie thompson,j r thompson,57224545759,A5102732555,61
637,jiangchuan liu,jiayi liu,59061428700,A5100370772,61
652,hsufeng lee,ki‐young lee,55924615100,A5100719654,61
1088,cristina moretti,marlene m moretti,54791313600,A5084640796,61
422,suhong kim,jeong‐bon kim,57221141737,A5019704910,61
806,hanhung lee,ki‐young lee,57473697300,A5100719654,61
1301,huiyin song,xiaowei song,56706695700,A5036261443,61
909,yilin liu,yan‐jun liu,57220551288,A5100349652,60
530,zenghui liu,helen liu,56599407500,A5101610756,60
1442,austin t wang,qi wang,58723315100,A5100341251,60
836,nelson lee,kelley lee,57974923900,A5019363540,60
853,bingfan liu,jiayi liu,59487044600,A5100370772,60
837,nelson lee,monica lee,57974923900,A5057346446,60
1343,kaitey vincent,nicholas vincent,57217490434,A5070837664,60
579,shuxing li,chunmei li,55315987100,A5100427221,60
736,martin lee,monica lee,55716885000,A5057346446,60
715,liyi lim,angelica lim,57323476000,A5054803584,60
215,aotian chen,yuxi chen,59352990300,A5100764265,60
1592,xilun zhang,hao zhang,57545971500,A5100397026,60
934,suemin lee,monica lee,57222084312,A5057346446,60
1296,fiona shaw,chris shaw,59203658200,A5040961656,60
955,xilan liu,yan‐jun liu,58744569600,A5100349652,60
1295,jacob c stewart,heather stewart,57217227079,A5062879863,60
886,zhen lisa li,cheng li,59197740200,A5100354297,60
877,wu lucas,emma s lucas,58668568200,A5078476389,60
1452,isabella wang,qi wang,57225188499,A5100341251,60
982,jianping lin,feng lin,57204916659,A5101414835,60
843,eric lee,daniel c lee,59710754100,A5100392989,60
125,zhiqin chen,yuxi chen,57214778958,A5100764265,60
1362,fangxing wang,qi wang,57201917282,A5100341251,60
1394,yi wang,jiacheng wang,57225083226,A5100727957,60
180,guanzhou chen,mo chen,57699420000,A5100387244,60
1166,shuvay singh,bp singh,59156749500,A5103582429,60
167,wuyang chen,yuxi chen,57214459624,A5100764265,60
160,anqi a chen,yuxi chen,58830295700,A5100764265,60
192,zhuang chen,yuxi chen,57209849920,A5100764265,60
203,maggie chen,yuxi chen,35314590800,A5100764265,60
1604,weiji zhang,hao zhang,59359288300,A5100397026,60
757,xiulong liu,helen liu,55981047600,A5101610756,60
277,hao fang,mei lan fang,58023063200,A5008149652,60
749,kenneth liu,helen liu,57974743200,A5101610756,60
1149,jim park,youn‐il park,57219910435,A5072961887,60
712,xiaoxue liu,jiayi liu,57204556952,A5100370772,60
177,wenzhi chen,yuxi chen,55716068400,A5100764265,60
112,thomas william claydon,victoria e claydon,12789638400,A5075903269,60
155,john r calvert,andrew j calvert,58827810200,A5030736348,60
1504,jennifer wang,qi wang,55833173500,A5100341251,60
1109,alison j moore,jonathan w moore,58916532200,A5070014514,60
1429,xiaoying wang,qi wang,57221799820,A5100341251,60
1267,eilidh singh,bp singh,59204809200,A5103582429,60
423,suhong kim,tae‐ho kim,57221141737,A5100452164,60
419,chaeri kim,tae‐ho kim,59103083900,A5100452164,60
413,dongho kim,tae‐ho kim,57214770459,A5100452164,60
658,yejia liu,yan‐jun liu,57205377655,A5100349652,60
563,gaoyang liu,jiayi liu,57203062038,A5100370772,60
506,henry wj lin,feng lin,56159860200,A5101414835,60
1495,ke wang,jiacheng wang,55712748700,A5100727957,60
1280,rishav singh,bp singh,59088317900,A5103582429,60
489,angel my lin,feng lin,56444693800,A5101414835,60
813,carlos lee,monica lee,57220892325,A5057346446,60
1282,amritpal singh,ravi chand singh,58730521700,A5047641614,60
454,seyeon kim,tae‐ho kim,57817056000,A5100452164,60
1482,xiaogang wang,qi wang,57206601221,A5100341251,60
1479,aidan a wright,stephen c wright,57217232942,A5042007466,60
1455,senhung wong,jennifer s wong,57829144400,A5018101953,59
1461,jason wang,qi wang,58670992800,A5100341251,59
549,belinda li,ming li,57215578322,A5100351426,59
134,stephanie g craig,lisa craig,55520207400,A5068113418,59
219,shun cao,jiguo cao,58828197400,A5062483690,59
592,qing liu,jiayi liu,56413233700,A5100370772,59
1094,janet lynn s moore,jonathan w moore,56246268300,A5070014514,59
464,bingxuan liu,b liu,58603818900,A5114378471,59
132,binyu chen,mo chen,57217236520,A5100387244,59
1525,qinghong xu,min xu,57221150139,A5100413849,59
1289,laurie w smith,jason r smith,36028910700,A5061800498,59
999,jan lee,monica lee,57252778500,A5057346446,59
137,yuchi chen,mo chen,57193485712,A5100387244,59
1342,adam david vaughan,rodney g vaughan,57193751866,A5078752648,59
353,samantha jean jones,steven jm jones,57193384181,A5100728059,59
762,linda c li,ming li,7501443732,A5100351426,59
349,eric w jones,steven jm jones,57200080124,A5100728059,59
24,alireza akbari,mohsen akbari,58906713600,A5039506035,59
1404,zhuangfei wang,jiacheng wang,58119559500,A5100727957,59
684,heng li,chunmei li,57419438300,A5100427221,59
731,ena lee,kelley lee,59645048800,A5019363540,59
81,adlih britton,robert britton,58878056100,A5014010162,59
787,xiaohan li,ming li,59248899100,A5100351426,59
255,anthony duffy,ciarán m duffy,57226474608,A5055246678,59
691,haijuan li,ming li,57218401984,A5100351426,59
196,ziniu chen,mo chen,57432972100,A5100387244,59
200,jiaqi chen,mo chen,58018476700,A5100387244,59
790,yihan lin,feng lin,58184442400,A5101414835,59
879,ming yu lin,qi lin,57828636300,A5102608112,59
596,wenzao li,cheng li,56089546300,A5100354297,59
590,qing liu,helen liu,56413233700,A5101610756,59
557,tingan li,cheng li,57210262931,A5100354297,59
1425,morgan j wright,stephen c wright,57222193262,A5042007466,58
118,amy yo sue chen,yuxi chen,57209310043,A5100764265,58
409,hoyoung kim,jeong‐bon kim,58860015500,A5019704910,58
1545,yunzhijun yu,hua‐zhong yu,57778940100,A5028734301,58
1412,abeline rose watkins,g d watkins,57209008066,A5109056508,58
1414,nena y wang,jiacheng wang,57208820425,A5100727957,58
381,lawrence h kim,tae‐ho kim,56742755100,A5100452164,58
1411,andrew s wright,stephen c wright,57221311967,A5042007466,58
372,jeong bon kim,woo soo kim,8304603800,A5000223592,58
1373,andrew g wright,stephen c wright,56178007800,A5042007466,58
75,brandi anne berry,nicole s berry,58957897000,A5062493243,58
1248,nicole k stewart,heather stewart,57226135660,A5062879863,58
283,xinyi feng,changyong feng,59151378900,A5089845667,58
745,callum lucas,emma s lucas,58511384100,A5078476389,58
1097,richard a moore,jonathan w moore,56696653600,A5070014514,58
669,rebekah hy lee,kelley lee,57221940572,A5019363540,58
605,jeonghun lee,ki‐young lee,57206734156,A5100719654,58
425,vicki kelly,barry c kelly,57183847800,A5077116272,58
394,suyoung kim,jeong‐bon kim,57211871654,A5019704910,58
1270,harsimran singh,ravi chand singh,59114739500,A5047641614,58
484,paul chi hang li,cheng li,55638723000,A5100354297,58
1285,huiqian song,xiaowei song,58153782700,A5036261443,58
969,adrian c lim,angelica lim,57711932900,A5054803584,58
1487,renjie wang,jiacheng wang,57220783660,A5100727957,58
1446,anna cullis watson,neil v watson,59673212800,A5083353743,58
1298,neale smith,jason r smith,18438063200,A5061800498,58
584,frank js lee,daniel c lee,23484073300,A5100392989,58
59,tom c brown,matthew brown,24433859000,A5041724055,58
1297,erica smith,jason r smith,57740474400,A5061800498,58
1460,yanbin wang,jiacheng wang,59773982900,A5100727957,58
1579,yiming zhang,hao zhang,57654567800,A5100397026,57
1591,tingyu zhang,hao zhang,59151047800,A5100397026,57
1233,yanxin shen,kelly shen,59503924000,A5006850713,57
1587,erique zhang,hao zhang,57221559134,A5100397026,57
754,minnie liu,yan‐jun liu,57211461392,A5100349652,57
302,margaret grant,d grant,36709627300,A5107864583,57
1376,kenneth kin lam wong,jennifer s wong,57204153607,A5018101953,57
899,keon ju lee,kelley lee,59249485500,A5019363540,57
900,keon ju lee,monica lee,59249485500,A5057346446,57
594,feng lin,qi lin,57191371558,A5102608112,57
1302,ryland shaw,chris shaw,57955058600,A5040961656,57
580,hoikwan lau,kelvin lau,36864012100,A5064093289,57
915,shuqi liu,b liu,58057756500,A5114378471,57
723,yerin lee,ki‐young lee,57203855079,A5100719654,57
726,dongmeng liu,helen liu,57202874971,A5101610756,57
326,michael w hart,stephen d hart,55684330400,A5055395163,57
19,joshua m allen,george e allen,57754793200,A5006221782,57
780,gem y lee,daniel c lee,58055605100,A5100392989,57
1403,zhuangfei wang,qi wang,58119559500,A5100341251,57
697,jiayi liu,b liu,58550253900,A5114378471,57
701,manyi li,jia li,57192068082,A5100405681,57
1165,shuvay singh,ravi chand singh,59156749500,A5047641614,57
357,cheng jin,dal yong jin,58078867300,A5041172302,57
553,chunhong liu,helen liu,57218798436,A5101610756,57
534,dennis y liu,helen liu,57203150185,A5101610756,57
945,baiyu li,jia li,58262011500,A5100405681,57
953,xilan liu,b liu,58744569600,A5114378471,57
1136,karen s palmer,patrick palmer,55959354500,A5090621082,57
376,tae ho kim,woo soo kim,56168759700,A5000223592,57
391,boah kim,jeong‐bon kim,57787556200,A5019704910,57
1360,tianzheng wang,qi wang,55699245700,A5100341251,57
694,chaochun liu,helen liu,57203659208,A5101610756,57
410,hoyoung kim,tae‐ho kim,58860015500,A5100452164,57
664,linyi li,jia li,57211756552,A5100405681,57
679,pinyao liu,yan‐jun liu,57703884300,A5100349652,57
