sv_name,oa_name,sv_id,oa_id,sv_pubs,oa_pubs,sv_cited,oa_cited,similarity_score
suemin lee,ki‐young lee,57222084312,A5100719654,1,106,5,2873,55
chae rim lee,monica lee,57219309476,A5057346446,1,232,12,5309,55
yule wang,jiacheng wang,57216771994,A5100727957,1,124,1,2294,55
cameron j grant,d grant,57211079732,A5107864583,1,278,25,18955,55
vivian jin,dal yong jin,57221543903,A5041172302,1,304,29,2841,55
yungshan lee,monica lee,54882053400,A5057346446,10,232,111,5309,55
xiaoxue liu,yan‐jun liu,57204556952,A5100349652,3,261,3,15182,55
linfeng shen,kelly shen,57266965100,A5006850713,16,79,31,2459,55
weiping shen,kelly shen,8984033900,A5006850713,1,79,15,2459,55
victor z lau,kelvin lau,57783687700,A5064093289,1,153,12,5467,55
ke li,jia li,57199453570,A5100405681,14,997,281,18198,55
zenghui liu,yan‐jun liu,56599407500,A5100349652,16,261,139,15182,55
sanghoon lee,monica lee,57212311772,A5057346446,6,232,567,5309,55
da xu,min xu,55979490100,A5100413849,17,796,274,12050,55
bingfan liu,yan‐jun liu,59487044600,A5100349652,1,261,1,15182,55
jonathan w moore,margo m moore,7405239862,A5016934414,96,89,2866,3746,55
margo m moore,jonathan w moore,7404470908,A5070014514,22,200,510,9090,55
kelley lee,daniel c lee,55540777300,A5100392989,96,96,2202,8824,55
kelley lee,ki‐young lee,55540777300,A5100719654,96,106,2202,2873,55
jiacheng chen,yuxi chen,57203151209,A5100764265,11,140,167,1283,55
kelsey lee,daniel c lee,58669083900,A5100392989,5,96,18,8824,55
jeongmee kim,tae‐ho kim,57218457561,A5100452164,1,238,1,3155,55
kelsey lee,ki‐young lee,58669083900,A5100719654,5,106,18,2873,55
johnathan wong,jennifer s wong,57216289076,A5018101953,1,158,0,1037,55
danièle moore,jonathan w moore,55465414300,A5070014514,17,200,163,9090,55
ke xu,min xu,56878066700,A5100413849,1,796,1,12050,55
jiacheng r wang,qi wang,55878723400,A5100341251,54,126,1010,1686,55
liangliang wang,qi wang,52264998100,A5100341251,42,126,607,1686,55
martin lee,ki‐young lee,55716885000,A5100719654,3,106,137,2873,55
martin lee,daniel c lee,55716885000,A5100392989,3,96,137,8824,55
kenneth liu,yan‐jun liu,57974743200,A5100349652,3,261,61,15182,55
jeonghun lee,monica lee,57206734156,A5057346446,7,232,73,5309,55
nicholas a scott,jamie k scott,39362313000,A5045141972,15,85,201,6912,55
chenzheng li,chunmei li,59152165700,A5100427221,1,189,0,6616,55
monica lee,ki‐young lee,57412158000,A5100719654,1,106,7,2873,55
david l shen,kelly shen,24451155400,A5006850713,8,79,196,2459,55
patricia m smith,jason r smith,57204097994,A5061800498,8,57,124,3116,55
careesa chang liu,helen liu,42661778400,A5101610756,19,291,392,3472,54
john c dill,lawrence m dill,7101739265,A5109295339,9,145,39,23829,54
danièle moore,margo m moore,55465414300,A5016934414,17,89,163,3746,54
victor wong,jennifer s wong,57219604829,A5018101953,1,158,7,1037,54
jingxue feng,changyong feng,57204292684,A5089845667,2,238,0,7144,54
austin t wang,jiacheng wang,58723315100,A5100727957,1,124,0,2294,54
maheeppartap singh,bp singh,57225052322,A5103582429,1,99,3,1130,54
lawrence m dill,john c dill,7006364690,A5109996927,14,154,581,2134,54
quincy qingwen wang,qi wang,58244402500,A5100341251,4,126,121,1686,54
pamela young,robert n young,56548002700,A5063566841,1,244,20,9023,54
jacob jones,steven jm jones,57225877358,A5100728059,4,1284,37,241753,54
angela wong,jennifer s wong,58159154400,A5018101953,1,158,3,1037,54
john zhijia zhang,hao zhang,58179397300,A5100397026,1,1370,3,63147,54
amanda r gray,bonnie l gray,58870402100,A5110354105,1,154,0,1684,54
julie jones,steven jm jones,56319280200,A5100728059,2,1284,121,241753,54
chang-min park,youn‐il park,57195200219,A5072961887,1,202,5,8311,54
wayne jones,steven jm jones,7404562890,A5100728059,27,1284,686,241753,54
jiangchuan jc liu,jiayi liu,59732151800,A5100370772,1,172,0,2216,54
andrew r lewis,steven lewis,13204505400,A5044719058,11,148,155,1529,54
tanya m brown,matthew brown,35336009100,A5041724055,9,114,56,7157,54
sabrina sm lee,daniel c lee,27169595700,A5100392989,6,96,65,8824,54
h henny yeung,rae s m yeung,8871485900,A5040872283,16,279,126,8864,54
serena wong,jennifer s wong,57221334051,A5018101953,2,158,18,1037,54
barun kim,tae‐ho kim,57203171282,A5100452164,5,238,44,3155,53
pengyu liu,b liu,57204160662,A5114378471,9,2266,101,110309,53
pinyao liu,b liu,57703884300,A5114378471,4,2266,22,110309,53
chingchiu lin,qi lin,57155348500,A5102608112,5,89,6,665,53
weihua liu,helen liu,57222253228,A5101610756,1,291,21,3472,53
keon ju maverick lee,monica lee,59558996300,A5057346446,1,232,0,5309,53
weihua liu,b liu,57222253228,A5114378471,1,2266,21,110309,53
pengyu liu,jiayi liu,57204160662,A5100370772,9,172,101,2216,53
baiyu li,ming li,58262011500,A5100351426,1,258,18,4282,53
feng liu,yan‐jun liu,57192301448,A5100349652,1,261,1,15182,53
ze liu,jiayi liu,59535375500,A5100370772,1,172,0,2216,53
michelle t chan,jennifer a chan,56714593900,A5067228740,6,384,40,27445,53
margaret isabel hall,peter hall,16041779300,A5018086501,4,740,32,27239,53
zezhong wang,qi wang,57202051406,A5100341251,5,126,11,1686,53
anjian li,chunmei li,57218566585,A5100427221,3,189,50,6616,53
rachel yoonjo park,youn‐il park,58335901900,A5072961887,3,202,6,8311,53
jiarui li,chunmei li,59785163100,A5100427221,6,189,440,6616,53
robyn lee,kelley lee,58951232600,A5019363540,1,336,1,10321,53
jan lee,ki‐young lee,57252778500,A5100719654,1,106,8,2873,53
bowen chen,yuxi chen,57219506217,A5100764265,2,140,14,1283,53
chenzheng li,ming li,59152165700,A5100351426,1,258,0,4282,53
jian li,cheng li,58436524800,A5100354297,1,840,33,7776,53
ena lee,daniel c lee,59645048800,A5100392989,3,96,49,8824,53
simon ji hau wang,jiacheng wang,36496079000,A5100727957,6,124,68,2294,53
luyao lin,qi lin,57194191419,A5102608112,3,89,11,665,53
xingtu liu,b liu,59424708200,A5114378471,3,2266,0,110309,53
xingtu liu,jiayi liu,59424708200,A5100370772,3,172,0,2216,53
xingtu liu,helen liu,59424708200,A5101610756,3,291,0,3472,53
minnie liu,b liu,57211461392,A5114378471,3,2266,62,110309,53
minnie liu,helen liu,57211461392,A5101610756,3,291,62,3472,53
sieun lee,kelley lee,36644393200,A5019363540,29,336,817,10321,53
sieun lee,monica lee,36644393200,A5057346446,29,232,817,5309,53
shaoyi xu,min xu,55813784100,A5100413849,3,796,76,12050,53
haggai liu,helen liu,57305249200,A5101610756,1,291,0,3472,53
huiwen liu,b liu,57224590777,A5114378471,1,2266,5,110309,53
guanyu li,jia li,59390171200,A5100405681,1,997,0,18198,53
huiwen liu,jiayi liu,57224590777,A5100370772,1,172,5,2216,53
qinghua chen,mo chen,57992064100,A5100387244,6,265,10,5159,53
daniel chonghwan lee,monica lee,57219039850,A5057346446,39,232,323,5309,53
john shen,kelly shen,59331322000,A5006850713,2,79,0,2459,53
maheeppartap singh,ravi chand singh,57225052322,A5047641614,1,139,3,3467,53
leshun xu,min xu,57554657900,A5100413849,1,796,0,12050,53
zhida li,ming li,57190841490,A5100351426,14,258,334,4282,53
haggai liu,b liu,57305249200,A5114378471,1,2266,0,110309,53
hanyu li,ming li,57224091825,A5100351426,1,258,12,4282,53
ke li,chunmei li,57199453570,A5100427221,14,189,281,6616,53
wenzao li,jia li,56089546300,A5100405681,7,997,19,18198,53
angelica (min hye) lee,daniel c lee,57215776540,A5100392989,5,96,119,8824,53
qing liu,yan‐jun liu,56413233700,A5100349652,8,261,723,15182,53
ena lee,ki‐young lee,59645048800,A5100719654,3,106,49,2873,53
changan chen,mo chen,57219740329,A5100387244,2,265,111,5159,53
dickson ts wong,jennifer s wong,57561093100,A5018101953,1,158,5,1037,53
bradley r jones,steven jm jones,56325285700,A5100728059,3,1284,13,241753,53
yerin lee,kelley lee,57203855079,A5019363540,3,336,25,10321,53
ying yu,hua‐zhong yu,57581006200,A5028734301,5,245,39,7409,53
yerin lee,monica lee,57203855079,A5057346446,3,232,25,5309,53
gem y lee,monica lee,58055605100,A5057346446,2,232,6,5309,53
yuepeng wang,qi wang,57192109237,A5100341251,10,126,41,1686,53
boah kim,woo soo kim,57787556200,A5000223592,6,101,23,2381,53
pinyao liu,helen liu,57703884300,A5101610756,4,291,22,3472,53
guanyu li,chunmei li,59390171200,A5100427221,1,189,0,6616,53
chuyuan lin,feng lin,58148715300,A5101414835,1,160,1,1168,53
xinzhi cao,jiguo cao,57214331129,A5062483690,4,201,294,3370,53
qiu lin,feng lin,57856271800,A5101414835,1,160,0,1168,53
jaeyong lee,daniel c lee,39762111800,A5100392989,7,96,280,8824,52
yadvinder singh,bp singh,57206181709,A5103582429,19,99,683,1130,52
emily g lim,angelica lim,59114291700,A5054803584,1,85,9,576,52
yufei wang,jiacheng wang,57222498131,A5100727957,1,124,4,2294,52
chelsey lee,daniel c lee,57207257893,A5100392989,17,96,164,8824,52
shaohuang chen,yuxi chen,57226542790,A5100764265,10,140,50,1283,52
meehae song,xiaowei song,7401474605,A5036261443,5,241,9,8026,52
haixu wang,jiacheng wang,56590132700,A5100727957,5,124,24,2294,52
jessica lee,daniel c lee,58701988800,A5100392989,1,96,1,8824,52
guiliang liu,yan‐jun liu,57204467338,A5100349652,7,261,216,15182,52
min-hye lee,daniel c lee,57225983721,A5100392989,1,96,4,8824,52
min-hye lee,ki‐young lee,57225983721,A5100719654,1,106,4,2873,52
jiangchuan chuan liu,yan‐jun liu,8969748600,A5100349652,301,261,7109,15182,52
ruiqi wang,jiacheng wang,57792895600,A5100727957,2,124,15,2294,52
elizabeth a krebs,dennis l krebs,7101809423,A5034589539,1,166,3,5379,52
harsimran singh,bp singh,59114739500,A5103582429,1,99,0,1130,52
sonia singh,ravi chand singh,56268594600,A5047641614,2,139,18,3467,52
pyojin kim,jeong‐bon kim,59563842600,A5019704910,2,328,18,14207,52
jiangchuan liu,helen liu,59061428700,A5101610756,5,291,1,3472,52
wonchul lee,daniel c lee,57264775600,A5100392989,2,96,21,8824,52
wonchul lee,ki‐young lee,57264775600,A5100719654,2,106,21,2873,52
amber moore,jonathan w moore,57194524836,A5070014514,8,200,15,9090,52
rebecca d cox,kieran cox,30467559600,A5031419507,9,82,117,3264,52
vivian py lee,monica lee,58323846600,A5057346446,1,232,0,5309,52
paul chi hang li,ming li,55638723000,A5100351426,45,258,474,4282,52
grayson lee,daniel c lee,59137357900,A5100392989,1,96,0,8824,52
keon ju lee,daniel c lee,59249485500,A5100392989,1,96,0,8824,52
hanhung lee,daniel c lee,57473697300,A5100392989,2,96,7,8824,52
jeong bon kim,tae‐ho kim,8304603800,A5100452164,15,238,23,3155,52
tae ho kim,jeong‐bon kim,56168759700,A5019704910,12,328,205,14207,52
janet lynn s moore,margo m moore,56246268300,A5016934414,2,89,11,3746,52
hae-yoon kim,woo soo kim,56491905000,A5000223592,4,101,53,2381,52
dennis y liu,yan‐jun liu,57203150185,A5100349652,16,261,459,15182,52
chunhong liu,yan‐jun liu,57218798436,A5100349652,11,261,128,15182,52
john dewey jones,steven jm jones,55636318231,A5100728059,6,1284,11,241753,52
andrew park,youn‐il park,57205668255,A5072961887,7,202,395,8311,52
paul w jones,steven jm jones,57217388489,A5100728059,5,1284,10,241753,52
kennedy s chen,yuxi chen,57215129380,A5100764265,5,140,273,1283,52
spencer x chen,yuxi chen,58183177400,A5100764265,1,140,15,1283,52
victoria brown,matthew brown,57196052427,A5041724055,3,114,93,7157,52
jong-in lee,daniel c lee,58376421300,A5100392989,3,96,21,8824,52
dongmeng liu,yan‐jun liu,57202874971,A5100349652,3,261,21,15182,52
yexuan song,xiaowei song,57222062145,A5036261443,3,241,78,8026,52
janghyeon lee,monica lee,58374461300,A5057346446,2,232,4,5309,52
justin song,xiaowei song,55568333600,A5036261443,10,241,96,8026,52
lingling zhang,hao zhang,56503285300,A5100397026,3,1370,20,63147,52
pengpeng zhang,hao zhang,57214091117,A5100397026,3,1370,5,63147,52
diana m allen,george e allen,55808760900,A5006221782,56,128,1735,5487,52
manuela cruz,margarito martínez cruz,57409818900,A5018665681,4,85,104,868,51
mohammad hsharifzadeh amin,m h s amin,57209051505,A5112270021,23,141,2007,6806,50
jiuen feng,changyong feng,59152182400,A5089845667,1,238,0,7144,50
cai mitsu feng,changyong feng,57723250300,A5089845667,1,238,1,7144,50
charles scott,william a scott,56898175500,A5001064251,13,76,41,1963,50
woo soo kim,jeong‐bon kim,17136903100,A5019704910,72,328,1368,14207,50
laura b jones,steven jm jones,58329027300,A5100728059,4,1284,59,241753,50
mitsu cai feng,changyong feng,57218800926,A5089845667,3,238,76,7144,50
sanghoon lee,ki‐young lee,57212311772,A5100719654,6,106,567,2873,50
ke li,ming li,57199453570,A5100351426,14,258,281,4282,50
jiacheng chen,mo chen,57203151209,A5100387244,11,265,167,5159,50
cydney ma,hang ma,57216502767,A5024389928,3,84,172,2944,50
david sun,xiangyu sun,57225935027,A5060002954,2,179,0,3481,50
kyeong-min kim,tae‐ho kim,57200325379,A5100452164,3,238,5,3155,50
woochul kim,jeong‐bon kim,58658203400,A5019704910,3,328,1,14207,50
z yu,hua‐zhong yu,58749078900,A5028734301,4,245,4,7409,50
pyojin kim,tae‐ho kim,59563842600,A5100452164,2,238,18,3155,50
jonghyeok kim,woo soo kim,58727504600,A5000223592,2,101,9,2381,50
tommy kim,woo soo kim,58186749800,A5000223592,1,101,26,2381,50
yuelang xu,min xu,59446862500,A5100413849,1,796,75,12050,50
daniel chonghwan lee,ki‐young lee,57219039850,A5100719654,39,106,323,2873,50
g gary wang,jiacheng wang,55599185800,A5100727957,71,124,1617,2294,50
b l liu,jiayi liu,58372717600,A5100370772,19,172,498,2216,50
zenghui liu,jiayi liu,56599407500,A5100370772,16,172,139,2216,50
zenghui liu,b liu,56599407500,A5114378471,16,2266,139,110309,50
chunmei li,jia li,55696026700,A5100405681,17,997,708,18198,50
ken liu,jiayi liu,57364393000,A5100370772,1,172,4,2216,50
lun li,jia li,57211233276,A5100405681,15,997,184,18198,50
harman jit singh,bp singh,57210800828,A5103582429,1,99,0,1130,50
jun song,xiaowei song,59277537500,A5036261443,1,241,12,8026,50
paul ch li,chunmei li,59806039000,A5100427221,4,189,6,6616,50
paul ch li,jia li,59806039000,A5100405681,4,997,6,18198,50
karen lok yi wong,jennifer s wong,56621809700,A5018101953,1,158,2,1037,50
belinda li,chunmei li,57215578322,A5100427221,11,189,219,6616,50
zhida li,cheng li,57190841490,A5100354297,14,840,334,7776,50
gaoyang liu,helen liu,57203062038,A5101610756,10,291,63,3472,50
gaoyang liu,b liu,57203062038,A5114378471,10,2266,63,110309,50
robert wang,jiacheng wang,57987067400,A5100727957,1,124,6,2294,50
peiwei wang,jiacheng wang,57215193390,A5100727957,1,124,19,2294,50
sanghoon lee,daniel c lee,57212311772,A5100392989,6,96,567,8824,50
connie kw liu,yan‐jun liu,59618465500,A5100349652,1,261,46,15182,50
helena lin,qi lin,59659333500,A5102608112,1,89,0,665,50
shuxing li,jia li,55315987100,A5100405681,9,997,93,18198,50
d liu,yan‐jun liu,59617524800,A5100349652,1,261,5,15182,50
yungshan lee,daniel c lee,54882053400,A5100392989,10,96,111,8824,50
wenzao li,ming li,56089546300,A5100351426,7,258,19,4282,50
tawei liu,yan‐jun liu,56555456900,A5100349652,7,261,300,15182,50
binglin li,jia li,57205368212,A5100405681,9,997,98,18198,50
jiarui li,ming li,59785163100,A5100351426,6,258,440,4282,50
kun liu,jiayi liu,57217039511,A5100370772,6,172,100,2216,50
xin li,chunmei li,57189987947,A5100427221,6,189,27,6616,50
angelica (min hye) lee,monica lee,57215776540,A5057346446,5,232,119,5309,50
em g lim,angelica lim,57831947600,A5054803584,6,85,9,576,50
xiaorui li,chunmei li,56306779600,A5100427221,4,189,127,6616,50
shanna my li,cheng li,57221738372,A5100354297,4,840,39,7776,50
lisa lin,feng lin,56537319300,A5101414835,6,160,35,1168,50
shuqi liu,yan‐jun liu,58057756500,A5100349652,1,261,0,15182,50
mark lee,daniel c lee,57219825843,A5100392989,1,96,5,8824,50
mark lee,ki‐young lee,57219825843,A5100719654,1,106,5,2873,50
suemin lee,kelley lee,57222084312,A5019363540,1,336,5,10321,50
haijuan li,chunmei li,57218401984,A5100427221,3,189,17,6616,50
haijuan li,jia li,57218401984,A5100405681,3,997,17,18198,50
anjian li,ming li,57218566585,A5100351426,3,258,50,4282,50
xiaoxue liu,helen liu,57204556952,A5101610756,3,291,3,3472,50
xiaoxue liu,b liu,57204556952,A5114378471,3,2266,3,110309,50
zheyuan li,chunmei li,57224822134,A5100427221,3,189,49,6616,50
zheyuan li,jia li,57224822134,A5100405681,3,997,49,18198,50
manyi li,cheng li,57192068082,A5100354297,3,840,108,7776,50
jiayi liu,yan‐jun liu,58550253900,A5100349652,3,261,15,15182,50
lily lin,feng lin,49863888400,A5101414835,3,160,37,1168,50
xiulong liu,jiayi liu,55981047600,A5100370772,3,172,39,2216,50
linyi li,cheng li,57211756552,A5100354297,4,840,1,7776,50
xiulong liu,b liu,55981047600,A5114378471,3,2266,39,110309,50
kenneth liu,b liu,57974743200,A5114378471,3,2266,61,110309,50
guanyu li,ming li,59390171200,A5100351426,1,258,0,4282,50
simon ji hau wang,qi wang,36496079000,A5100341251,6,126,68,1686,50
jane sy li,chunmei li,58668755300,A5100427221,1,189,3,6616,50
poppy sun,xiangyu sun,59592721600,A5060002954,1,179,8,3481,50
stephen chengxi li,chunmei li,59545707900,A5100427221,1,189,0,6616,50
justin long,nguyễn quang long,58292542600,A5018451341,1,165,8,1083,50
beidou wang,jiacheng wang,55775560600,A5100727957,8,124,767,2294,50
jonathan lee,ki‐young lee,55147369200,A5100719654,2,106,2,2873,50
jonathan lee,daniel c lee,55147369200,A5100392989,2,96,2,8824,50
brian li,cheng li,57203169041,A5100354297,2,840,29,7776,50
xiaosu li,ming li,57225920605,A5100351426,2,258,30,4282,50
xinru li,cheng li,57218939828,A5100354297,1,840,16,7776,50
richard li,chunmei li,57888134600,A5100427221,1,189,6,6616,50
carlos lee,kelley lee,57220892325,A5019363540,1,336,4,10321,50
jessica li,chunmei li,57197841332,A5100427221,1,189,4,6616,50
bingfan liu,helen liu,59487044600,A5101610756,1,291,1,3472,50
fengke lin,qi lin,57212311896,A5102608112,1,89,9,665,50
eric lee,ki‐young lee,59710754100,A5100719654,1,106,0,2873,50
alex cy fang,mei lan fang,57200672982,A5008149652,4,226,36,3108,50
samantha m gray,bonnie l gray,57200762040,A5110354105,6,154,24,1684,50
winfield chen,mo chen,57221318908,A5100387244,2,265,259,5159,50
stephen d hart,michael w hart,7202601274,A5053201473,40,107,956,4207,50
han cao,jiguo cao,57216440698,A5062483690,1,201,10,3370,50
zhefan chen,yuxi chen,57222654013,A5100764265,1,140,1,1283,50
shahrazad amin,m h s amin,58793840600,A5112270021,1,141,0,6806,50
seong-hyeon park,youn‐il park,57203850725,A5072961887,2,202,117,8311,50
nansheng chen,mo chen,55573104300,A5100387244,75,265,1509,5159,50
richard k smith,jason r smith,7410290815,A5061800498,3,57,59,3116,50
william a scott,charles scott,57651636000,A5039664215,3,55,3,276,50
danyang song,xiaowei song,57205425730,A5036261443,4,241,34,8026,50
christopher david webster,john webster,7201838752,A5112228279,9,426,203,5845,49
brigitta r sun,xiangyu sun,57221981307,A5060002954,3,179,286,3481,48
reza moradi rad,ab rad,57196880245,A5087944994,11,193,273,3315,48
yuhua jin,dal yong jin,58818072100,A5041172302,1,304,0,2841,48
kirk a hart,stephen d hart,57192158322,A5055395163,1,264,0,18457,48
spencer x chen,mo chen,58183177400,A5100387244,1,265,15,5159,48
monica ye,zuo‐guang ye,57204597588,A5029972713,2,578,11,20583,48
changan chen,yuxi chen,57219740329,A5100764265,2,140,111,1283,48
willow samara allen,george e allen,57210116155,A5006221782,1,128,4,5487,48
grayson lee,kelley lee,59137357900,A5019363540,1,336,0,10321,48
kennedy s chen,mo chen,57215129380,A5100387244,5,265,273,5159,48
hanhung lee,monica lee,57473697300,A5057346446,2,232,7,5309,48
min-hye lee,kelley lee,57225983721,A5019363540,1,336,4,10321,48
wonchul lee,kelley lee,57264775600,A5019363540,2,336,21,10321,48
gem y lee,ki‐young lee,58055605100,A5100719654,2,106,6,2873,48
vivian py lee,ki‐young lee,58323846600,A5100719654,1,106,0,2873,48
haggai liu,yan‐jun liu,57305249200,A5100349652,1,261,0,15182,48
minjeong park,youn‐il park,57204546906,A5072961887,1,202,1,8311,48
robyn lee,daniel c lee,58951232600,A5100392989,1,96,1,8824,48
hyunwoo lee,kelley lee,55751730700,A5019363540,1,336,21,10321,48
amy huey yi lee,kelley lee,59661104900,A5019363540,1,336,0,10321,48
hsufeng lee,monica lee,55924615100,A5057346446,5,232,305,5309,48
yerin lee,daniel c lee,57203855079,A5100392989,3,96,25,8824,48
chaochun liu,jiayi liu,57203659208,A5100370772,3,172,5,2216,48
hyunwoo lee,monica lee,55751730700,A5057346446,1,232,21,5309,48
zheng john shen,kelly shen,57788453900,A5006850713,33,79,164,2459,48
janghyeon lee,ki‐young lee,58374461300,A5100719654,2,106,4,2873,48
hsufeng lee,kelley lee,55924615100,A5019363540,5,336,305,10321,48
bingxuan liu,helen liu,58603818900,A5101610756,303,291,5974,3472,48
dongwoo kim,tae‐ho kim,57205207510,A5100452164,8,238,129,3155,48
weina jin,dal yong jin,57188873086,A5041172302,19,304,331,2841,48
woo soo kim,tae‐ho kim,17136903100,A5100452164,72,238,1368,3155,48
jiabin shen,kelly shen,57210415426,A5006850713,5,79,37,2459,48
jeungeun song,xiaowei song,57189515572,A5036261443,4,241,37,8026,48
ruth elwood martin,jack martin,20734292200,A5061285579,2,399,37,12558,48
connie yu,hua‐zhong yu,57208742908,A5028734301,3,245,30,7409,48
lawrence h kim,woo soo kim,56742755100,A5000223592,10,101,13,2381,48
jiangchuan chuan liu,jiayi liu,8969748600,A5100370772,301,172,7109,2216,48
freddie kim,tae‐ho kim,59458558600,A5100452164,1,238,0,3155,48
pyojin kim,woo soo kim,59563842600,A5000223592,2,101,18,2381,48
woochul kim,tae‐ho kim,58658203400,A5100452164,3,238,1,3155,48
suyoung kim,tae‐ho kim,57211871654,A5100452164,5,238,10,3155,48
jiahui feng,changyong feng,58311653000,A5089845667,2,238,0,7144,48
junwei sun,xiangyu sun,57191975948,A5060002954,9,179,58,3481,48
hongwen chen,yuxi chen,58666893100,A5100764265,1,140,5,1283,48
chelsey lee,monica lee,57207257893,A5057346446,17,232,164,5309,48
z m wang,jiacheng wang,55719869100,A5100727957,22,124,275,2294,48
jessica lee,kelley lee,58701988800,A5019363540,1,336,1,10321,48
weihua liu,yan‐jun liu,57222253228,A5100349652,1,261,21,15182,48
z john shen,kelly shen,58290657600,A5006850713,1,79,0,2459,48
alison yueh li,ming li,56039303800,A5100351426,8,258,160,4282,48
arita li liu,helen liu,57200987873,A5101610756,6,291,63,3472,48
ze liu,yan‐jun liu,59535375500,A5100349652,1,261,0,15182,47
keon ju maverick lee,kelley lee,59558996300,A5019363540,1,336,0,10321,47
feng liu,jiayi liu,57192301448,A5100370772,1,172,1,2216,47
jing li,chunmei li,57216939987,A5100427221,33,189,1808,6616,47
jan lee,kelley lee,57252778500,A5019363540,1,336,8,10321,47
chunmei li,ming li,55696026700,A5100351426,17,258,708,4282,47
dennis y liu,b liu,57203150185,A5114378471,16,2266,459,110309,47
chunhong liu,b liu,57218798436,A5114378471,11,2266,128,110309,47
jaspreet singh,ravi chand singh,57209207252,A5047641614,2,139,4,3467,47
christine a bishop,elizabeth bishop,7202946338,A5111051453,2,157,24,1485,47
jessica li,ming li,57197841332,A5100351426,1,258,4,4282,47
jane sy li,ming li,58668755300,A5100351426,1,258,3,4282,47
richard li,ming li,57888134600,A5100351426,1,258,6,4282,47
anjian li,cheng li,57218566585,A5100354297,3,840,50,7776,47
luyao lin,feng lin,57194191419,A5101414835,3,160,11,1168,47
chuyuan lin,qi lin,58148715300,A5102608112,1,89,1,665,47
guanyu li,cheng li,59390171200,A5100354297,1,840,0,7776,47
zixuan li,cheng li,57225184392,A5100354297,1,840,57,7776,47
dongmeng liu,b liu,57202874971,A5114378471,3,2266,21,110309,47
jiyuan li,cheng li,57226157890,A5100354297,1,840,2,7776,47
zheyuan li,ming li,57224822134,A5100351426,3,258,49,4282,47
william wl wong,jennifer s wong,56842018200,A5018101953,1,158,3,1037,47
chaochun liu,b liu,57203659208,A5114378471,3,2266,5,110309,47
cai (mitsu) feng,changyong feng,59173501800,A5089845667,1,238,13,7144,47
xiaorui li,ming li,56306779600,A5100351426,4,258,127,4282,47
arita li liu,b liu,57200987873,A5114378471,6,2266,63,110309,47
guiliang liu,b liu,57204467338,A5114378471,7,2266,216,110309,47
jian li,chunmei li,58436524800,A5100427221,1,189,33,6616,47
howard anthony chan,jennifer a chan,7403402211,A5067228740,1,384,0,27445,47
rachel wong,jennifer s wong,57214449349,A5018101953,1,158,40,1037,46
sabrina sm lee,ki‐young lee,27169595700,A5100719654,6,106,65,2873,46
rui ma,hang ma,56317141300,A5024389928,6,84,271,2944,46
jesse scott,william a scott,55790236900,A5001064251,1,76,0,1963,46
paul chi hang li,chunmei li,55638723000,A5100427221,45,189,474,6616,46
rebekah hy lee,daniel c lee,57221940572,A5100392989,4,96,43,8824,46
rebekah hy lee,ki‐young lee,57221940572,A5100719654,4,106,43,2873,46
sandra wong,jennifer s wong,57190034594,A5018101953,2,158,6,1037,46
ahamad besharati rad,ab rad,7005277683,A5087944994,30,193,632,3315,46
heng li,jia li,57419438300,A5100405681,3,997,47,18198,46
kahung wong,jennifer s wong,56294067200,A5018101953,7,158,350,1037,46
willow samara allen,ryan w allen,57210116155,A5039444427,1,125,4,5183,45
nansheng chen,yuxi chen,55573104300,A5100764265,75,140,1509,1283,45
chae rim lee,kelley lee,57219309476,A5019363540,1,336,12,10321,45
suemin lee,daniel c lee,57222084312,A5100392989,1,96,5,8824,45
carlos lee,ki‐young lee,57220892325,A5100719654,1,106,4,2873,45
nelson lee,ki‐young lee,57974923900,A5100719654,1,106,1,2873,45
carlos lee,daniel c lee,57220892325,A5100392989,1,96,4,8824,45
zining mao,z morley mao,59462097200,A5003217329,1,262,0,14292,45
fenggen yu,hua‐zhong yu,57195302065,A5028734301,7,245,89,7409,45
frank js lee,kelley lee,23484073300,A5019363540,8,336,91,10321,45
min-suk kim,woo soo kim,58770590200,A5000223592,1,101,0,2381,45
yungshan lee,kelley lee,54882053400,A5019363540,10,336,111,10321,45
taeil kim,jeong‐bon kim,57205700445,A5019704910,10,328,223,14207,45
yuzhen mao,z morley mao,58034742000,A5003217329,3,262,7,14292,45
stephen yu,hua‐zhong yu,57189311081,A5028734301,7,245,473,7409,45
tommy kim,jeong‐bon kim,58186749800,A5019704910,1,328,26,14207,45
zhen lisa li,chunmei li,59197740200,A5100427221,1,189,0,6616,45
jeonghun lee,kelley lee,57206734156,A5019363540,7,336,73,10321,45
connie kw liu,helen liu,59618465500,A5101610756,1,291,46,3472,45
frank js lee,monica lee,23484073300,A5057346446,8,232,91,5309,45
connie kw liu,jiayi liu,59618465500,A5100370772,1,172,46,2216,45
david long,nguyễn quang long,57236120200,A5018451341,3,165,20,1083,44
shanna my li,jia li,57221738372,A5100405681,4,997,39,18198,44
amy huey yi lee,ki‐young lee,59661104900,A5100719654,1,106,0,2873,44
jane sy li,cheng li,58668755300,A5100354297,1,840,3,7776,44
brian li,chunmei li,57203169041,A5100427221,2,189,29,6616,44
xinru li,chunmei li,57218939828,A5100427221,1,189,16,6616,44
angelica (min hye) lee,kelley lee,57215776540,A5019363540,5,336,119,10321,44
